AMGN (Amgen, Inc.),227.42,-0.42
Feb 11 2020 @ 08:33 ET,Bid,225,Ask,228,Size,3x1,Vol,2144696
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
02/14/2020,AMGN200214C00222500,5.35,-2.175,5.1,5.5,99,0.269,0.729,0.051,168,222.500,AMGN200214P00222500,1.48,0.34,1.21,1.3,465,0.2985,-0.2858,0.0475,405
02/14/2020,AMGN200214C00225000,3.4,-2.075,3.35,3.55,90,0.2623,0.5882,0.0617,189,225.000,AMGN200214P00225000,2.42,0.645,2.04,2.17,56,0.2966,-0.4162,0.0548,172
02/14/2020,AMGN200214C00227500,1.95,-1.725,1.88,2,153,0.2461,0.425,0.0664,302,227.500,AMGN200214P00227500,3.55,0.83,3.25,3.45,28,0.3007,-0.5552,0.0547,98
02/14/2020,AMGN200214C00230000,1,-1.285,0.92,0.99,110,0.2367,0.2626,0.0575,303,230.000,AMGN200214P00230000,5.5,1.5,4.95,5.15,43,0.3165,-0.6759,0.0471,78
02/14/2020,AMGN200214C00232500,0.43,-0.865,0.4,0.44,83,0.2307,0.1362,0.0396,183,232.500,AMGN200214P00232500,6.11,0.435,6.9,7.25,10,0.3396,-0.765,0.0374,71
02/14/2020,AMGN200214C00235000,0.18,-0.495,0.16,0.19,35,0.2342,0.0649,0.0226,318,235.000,AMGN200214P00235000,9.8,2.175,9.1,9.6,9,0.382,-0.8161,0.0286,57
02/14/2020,AMGN200214C00237500,0.3,0,0.04,0.13,0,0.2526,0.0358,0.013,89,237.500,AMGN200214P00237500,11.92,2.045,11.55,12.05,2,0.4304,-0.8471,0.0225,51
02/14/2020,AMGN200214C00240000,0.02,-0.145,0.02,0.07,14,0.2674,0.0191,0.0073,765,240.000,AMGN200214P00240000,10.9,0,12.35,16.35,0,0.4766,-0.8698,0.0181,24
02/14/2020,AMGN200214C00242500,0.09,0,0.02,0.09,0,0.3159,0.0196,0.0063,288,242.500,AMGN200214P00242500,12.7,0,14.9,18.75,0,0.5062,-0.8937,0.0147,39
02/14/2020,AMGN200214C00245000,0.06,0,0,0.25,0,0.4073,0.0335,0.0077,297,245.000,AMGN200214P00245000,14.61,0,17.2,21.6,0,0.5899,-0.8896,0.013,10
02/14/2020,AMGN200214C00247500,0.16,0.1,0,0.13,1,0.4069,0.0192,0.0048,180,247.500,AMGN200214P00247500,16.76,0,19.7,24,0,0.6378,-0.8989,0.0112,12
02/14/2020,AMGN200214C00250000,0.06,0,0,0.32,0,0.5111,0.0339,0.0062,268,250.000,AMGN200214P00250000,24.7,0,22.2,26.55,0,0.6899,-0.9048,0.0099,2
02/14/2020,AMGN200214C00252500,0.45,0,0,0.32,0,0.5521,0.0316,0.0054,253,252.500,AMGN200214P00252500,0,0,24.5,29,0,0.7407,-0.9098,0.0088,0
02/14/2020,AMGN200214C00255000,0.24,0,0,0.32,0,0.5944,0.0301,0.0048,23,255.000,AMGN200214P00255000,18.13,0,27.2,31.5,0,0.7827,-0.9162,0.0079,11
02/14/2020,AMGN200214C00257500,0.04,0,0,0.32,0,0.6338,0.0284,0.0043,64,257.500,AMGN200214P00257500,0,0,29.7,34,0,0.8376,-0.9181,0.0072,0
02/14/2020,AMGN200214C00260000,0.23,0,0,0.32,0,0.6718,0.0268,0.0039,46,260.000,AMGN200214P00260000,0,0,32,36.5,0,0.8853,-0.9213,0.0066,0
02/14/2020,AMGN200214C00262500,0.1,0,0,0.32,0,0.7091,0.0254,0.0035,21,262.500,AMGN200214P00262500,0,0,34.55,39,0,0.9303,-0.9245,0.0061,0
02/14/2020,AMGN200214C00265000,0,0,0,0.32,0,0.7483,0.0245,0.0032,0,265.000,AMGN200214P00265000,0,0,37.1,41.55,0,0.9762,-0.927,0.0056,0
02/14/2020,AMGN200214C00270000,0.16,-0.16,0,0.32,1,0.8214,0.0227,0.0027,1,270.000,AMGN200214P00270000,0,0,42.1,46.7,0,1.0465,-0.9349,0.0048,0
02/14/2020,AMGN200214C00275000,0,0,0,0.32,0,0.892,0.0211,0.0024,0,275.000,AMGN200214P00275000,0,0,47.1,51.5,0,1.14,-0.9369,0.0043,0
02/21/2020,AMGN200221C00140000,0,0,85,89.5,0,0.02,1,0.0014,0,140.000,AMGN200221P00140000,0,0,0,0.07,0,1.028,-0.0028,0.0002,0
02/21/2020,AMGN200221C00145000,96.7,0,80,84.6,0,0.02,1,0.0016,2,145.000,AMGN200221P00145000,0,0,0,0.07,0,0.9515,-0.0028,0.0002,0
02/21/2020,AMGN200221C00150000,0,0,75,79.55,0,0.02,1,0.0017,0,150.000,AMGN200221P00150000,0.02,0,0,0.01,0,0.7543,-0.0007,0.0001,600
02/21/2020,AMGN200221C00155000,0,0,70,74.55,0,0.02,1,0.0018,0,155.000,AMGN200221P00155000,0.02,0,0,0.06,0,0.8107,-0.003,0.0003,179
02/21/2020,AMGN200221C00160000,0,0,65.2,69.45,0,0.02,1,0.002,0,160.000,AMGN200221P00160000,0.03,0,0,0.06,0,0.7469,-0.0032,0.0003,148
02/21/2020,AMGN200221C00165000,0,0,60.1,64.45,0,0.02,1,0,0,165.000,AMGN200221P00165000,0.03,0,0,0.08,0,0.7061,-0.0044,0.0005,124
02/21/2020,AMGN200221C00170000,0,0,55.2,59.5,0,0.02,1,0.0025,0,170.000,AMGN200221P00170000,0.18,0,0,0.1,0,0.6631,-0.0057,0.0006,30
02/21/2020,AMGN200221C00175000,0,0,50.1,54.45,0,0.02,1,0.003,0,175.000,AMGN200221P00175000,0,0,0,0.15,0,0.6378,-0.009,0.001,0
02/21/2020,AMGN200221C00180000,0,0,45,49.4,0,0.02,1,0.0032,0,180.000,AMGN200221P00180000,0.2,0,0,0.2,0,0.5933,-0.0119,0.0013,248
02/21/2020,AMGN200221C00185000,45,0,40.1,44.45,0,0.02,1,0.004,2,185.000,AMGN200221P00185000,0.34,0,0,0.21,0,0.5332,-0.0136,0.0017,48
02/21/2020,AMGN200221C00190000,0,0,35.1,39.45,0,0.02,1,0.0049,0,190.000,AMGN200221P00190000,0.1,0,0,0.22,0,0.4756,-0.0161,0.0021,103
02/21/2020,AMGN200221C00195000,47.53,0,30,34.5,0,0.02,1,0.0058,1,195.000,AMGN200221P00195000,0.11,0,0.05,0.18,0,0.4147,-0.0186,0.0028,136
02/21/2020,AMGN200221C00200000,31.5,0,25.4,29.35,0,0.02,1,0.0067,119,200.000,AMGN200221P00200000,0.14,-0.005,0.09,0.17,2,0.3612,-0.0238,0.0039,332
02/21/2020,AMGN200221C00205000,22.34,-1.985,20.35,24.45,1,0.02,1,0.0093,53,205.000,AMGN200221P00205000,0.16,-0.075,0.16,0.22,26,0.3226,-0.0382,0.0065,530
02/21/2020,AMGN200221C00210000,17.46,-2.19,17.05,17.7,4,0.02,1,0.013,138,210.000,AMGN200221P00210000,0.41,0.025,0.32,0.38,13,0.2922,-0.0699,0.0116,691
02/21/2020,AMGN200221C00215000,12.39,-2.31,12.2,12.75,4,0.02,1,0.0206,380,215.000,AMGN200221P00215000,0.85,0.135,0.68,0.75,27,0.2672,-0.1348,0.0205,932
02/21/2020,AMGN200221C00217500,9.63,-2.745,9.95,10.35,1,0.2454,0.8168,0.0267,150,217.500,AMGN200221P00217500,1.28,0.285,1.01,1.09,6,0.2586,-0.1888,0.0264,285
02/21/2020,AMGN200221C00220000,8.12,-1.98,7.7,8.05,6,0.2373,0.7457,0.0336,238,220.000,AMGN200221P00220000,1.81,0.425,1.48,1.58,20,0.2503,-0.2584,0.0326,770
02/21/2020,AMGN200221C00222500,5.85,-2.1,5.75,5.95,103,0.2248,0.6594,0.0408,179,222.500,AMGN200221P00222500,2.35,0.42,2.15,2.26,3,0.2428,-0.3446,0.0382,132
02/21/2020,AMGN200221C00225000,3.85,-2.175,4.05,4.25,25,0.2169,0.5522,0.0458,320,225.000,AMGN200221P00225000,3.3,0.62,3.05,3.2,23,0.2377,-0.445,0.0418,407
02/21/2020,AMGN200221C00227500,2.82,-1.555,2.71,2.83,89,0.2117,0.4346,0.0468,224,227.500,AMGN200221P00227500,4.95,1.3,4.25,4.45,38,0.2334,-0.5519,0.0426,101
02/21/2020,AMGN200221C00230000,1.6,-1.445,1.7,1.79,67,0.2084,0.3198,0.0433,601,230.000,AMGN200221P00230000,5.95,1.05,5.75,5.95,3,0.2329,-0.6549,0.0396,530
02/21/2020,AMGN200221C00232500,1.01,-0.985,1,1.08,39,0.2048,0.2178,0.0363,120,232.500,AMGN200221P00232500,8.4,1.975,7.6,7.8,20,0.2349,-0.7441,0.0341,189
02/21/2020,AMGN200221C00235000,0.53,-0.73,0.55,0.61,122,0.2037,0.1389,0.0274,634,235.000,AMGN200221P00235000,6.3,0,9.15,10.55,0,0.2125,-0.8458,0.0274,564
02/21/2020,AMGN200221C00237500,0.29,-0.465,0.29,0.33,31,0.2036,0.0831,0.019,259,237.500,AMGN200221P00237500,8.28,0,11.25,12.8,0,0.2404,-0.8721,0.0212,167
02/21/2020,AMGN200221C00240000,0.16,-0.28,0.14,0.18,12,0.2083,0.0497,0.0125,2989,240.000,AMGN200221P00240000,14.97,2.545,14.1,14.6,2,0.2686,-0.8906,0.0169,518
02/21/2020,AMGN200221C00242500,0.1,-0.15,0.08,0.11,404,0.2126,0.0294,0.0079,625,242.500,AMGN200221P00242500,18.82,0,15.05,18.8,0,0.2901,-0.9087,0.0135,16
02/21/2020,AMGN200221C00245000,0.15,0,0.06,0.07,0,0.2219,0.019,0.0053,1465,245.000,AMGN200221P00245000,25.75,0,17.6,21.15,0,0.3104,-0.9233,0.011,51
02/21/2020,AMGN200221C00247500,0.42,0,0,0.2,0,0.2647,0.0253,0.0056,51,247.500,AMGN200221P00247500,0,0,19.7,24.1,0,0.3425,-0.9265,0.0096,0
02/21/2020,AMGN200221C00250000,0.02,-0.04,0.02,0.07,4,0.2573,0.0126,0.0032,1152,250.000,AMGN200221P00250000,37.66,0,22.5,26.7,0,0.3464,-0.9442,0.0075,39
02/21/2020,AMGN200221C00252500,0.06,0,0,0.17,0,0.3081,0.0203,0.004,25,252.500,AMGN200221P00252500,0,0,24.75,29,0,0.3946,-0.937,0.0073,0
02/21/2020,AMGN200221C00255000,0.05,0,0,0.09,0,0.301,0.0112,0.0025,925,255.000,AMGN200221P00255000,16.6,0,27.25,31.5,0,0.4128,-0.9442,0.0063,12
02/21/2020,AMGN200221C00257500,0.12,0,0,0.15,0,0.3455,0.0159,0.0029,67,257.500,AMGN200221P00257500,0,0,30,34.2,0,0.4396,-0.9465,0.0057,0
02/21/2020,AMGN200221C00260000,0.09,0,0,0.1,0,0.3475,0.0109,0.0021,362,260.000,AMGN200221P00260000,35.25,0,32.3,36.2,0,0.4583,-0.9512,0.005,1
02/21/2020,AMGN200221C00262500,0,0,0,0.13,0,0.3811,0.0129,0.0022,0,262.500,AMGN200221P00262500,0,0,34.5,39,0,0.4946,-0.9491,0.0048,0
02/21/2020,AMGN200221C00265000,0.04,0,0,0.12,0,0.3977,0.0116,0.0019,224,265.000,AMGN200221P00265000,0,0,37.1,41.75,0,0.5164,-0.952,0.0044,0
02/21/2020,AMGN200221C00270000,0.07,0,0,0.1,0,0.4261,0.009,0.0014,162,270.000,AMGN200221P00270000,0,0,42.1,46.6,0,0.5645,-0.9551,0.0037,0
02/21/2020,AMGN200221C00275000,0.03,0,0,0.09,0,0.4598,0.0078,0.0012,41,275.000,AMGN200221P00275000,0,0,47.1,51.65,0,0.6124,-0.9572,0.0033,0
02/21/2020,AMGN200221C00280000,0,0,0,0.08,0,0.4883,0.0065,0.0009,0,280.000,AMGN200221P00280000,46.3,0,52.1,56.5,0,0.6701,-0.9564,0.0031,1
02/21/2020,AMGN200221C00285000,0.08,0,0,0.07,0,0.5188,0.0057,0.0008,31,285.000,AMGN200221P00285000,0,0,57,61.5,0,0.7157,-0.9581,0.0028,0
02/21/2020,AMGN200221C00290000,0,0,0,0.07,0,0.5529,0.0054,0.0007,0,290.000,AMGN200221P00290000,0,0,62.1,66.5,0,0.7457,-0.9624,0.0024,0
02/21/2020,AMGN200221C00295000,0.02,0,0,0.02,0,0.5129,0.0016,0.0003,1,295.000,AMGN200221P00295000,0,0,67.1,71.5,0,0.7879,-0.9636,0.0022,0
02/21/2020,AMGN200221C00300000,0,0,0,0.07,0,0.6188,0.0049,0.0006,0,300.000,AMGN200221P00300000,0,0,72.25,76.6,0,0.8304,-0.9645,0.002,0
02/21/2020,AMGN200221C00305000,0,0,0,0.07,0,0.6502,0.0047,0.0005,0,305.000,AMGN200221P00305000,0,0,77,81.5,0,0.8848,-0.9632,0.002,0
02/21/2020,AMGN200221C00310000,0,0,0,0.07,0,0.6802,0.0044,0.0005,0,310.000,AMGN200221P00310000,0,0,82.05,86.5,0,0.9246,-0.9641,0.0018,0
02/21/2020,AMGN200221C00315000,0,0,0,0.07,0,0.7125,0.0044,0.0005,0,315.000,AMGN200221P00315000,0,0,87.2,91.65,0,0.9384,-0.9685,0.0016,0
02/21/2020,AMGN200221C00320000,0,0,0,0.07,0,0.7408,0.0042,0.0004,0,320.000,AMGN200221P00320000,0,0,92.15,96.5,0,1.001,-0.9658,0.0016,0
02/21/2020,AMGN200221C00325000,0,0,0,0.07,0,0.7696,0.004,0.0004,0,325.000,AMGN200221P00325000,0,0,97.1,101.5,0,1.0123,-0.9698,0.0014,0
02/21/2020,AMGN200221C00330000,0.01,0,0,0.07,0,0.7978,0.0039,0.0004,1,330.000,AMGN200221P00330000,0,0,102.05,106.5,0,1.0649,-0.9683,0.0014,0
02/21/2020,AMGN200221C00335000,0,0,0,0.07,0,0.8254,0.0038,0.0003,0,335.000,AMGN200221P00335000,0,0,107,111.5,0,1.0835,-0.9708,0.0013,0
02/21/2020,AMGN200221C00340000,0,0,0,0.07,0,0.8525,0.0036,0.0003,0,340.000,AMGN200221P00340000,0,0,112.1,116.5,0,1.1175,-0.9714,0.0012,0
02/28/2020,AMGN200228C00180000,0,0,45,49.45,0,0.02,1,0.0033,0,180.000,AMGN200228P00180000,0,0,0,0.59,0,0.5483,-0.0268,0.0022,0
02/28/2020,AMGN200228C00185000,0,0,40.1,44.5,0,0.02,1,0,0,185.000,AMGN200228P00185000,0.17,0,0,0.74,0,0.5127,-0.0347,0.003,11
02/28/2020,AMGN200228C00190000,0,0,35.05,39.4,0,0.02,1,0.0044,0,190.000,AMGN200228P00190000,0,0,0,0.87,0,0.4701,-0.0432,0.0039,0
02/28/2020,AMGN200228C00192500,0,0,32.55,37.05,0,0.02,1,0.0053,0,192.500,AMGN200228P00192500,0,0,0,0.88,0,0.442,-0.046,0.0043,0
02/28/2020,AMGN200228C00195000,0,0,30.2,34.35,0,0.02,1,0.0055,0,195.000,AMGN200228P00195000,1.13,0,0,0.57,0,0.379,-0.0363,0.0041,5
02/28/2020,AMGN200228C00197500,0,0,27.5,32.05,0,0.02,1,0.0065,0,197.500,AMGN200228P00197500,1.54,0,0,1.07,0,0.4008,-0.0594,0.0058,1
02/28/2020,AMGN200228C00200000,0,0,25.4,29.1,0,0.02,1,0,0,200.000,AMGN200228P00200000,0.55,0,0.16,0.98,0,0.3772,-0.0665,0.0068,9
02/28/2020,AMGN200228C00202500,0,0,22.95,26.7,0,0.02,1,0.0083,0,202.500,AMGN200228P00202500,0.39,0.045,0.3,0.36,1,0.3066,-0.0497,0.0066,12
02/28/2020,AMGN200228C00205000,21.7,0,20.4,24.05,0,0.02,1,0.0101,1,205.000,AMGN200228P00205000,0.45,0.005,0.41,0.45,5,0.2964,-0.0648,0.0084,37
02/28/2020,AMGN200228C00207500,0,0,17.95,21.6,0,0.02,1,0.011,0,207.500,AMGN200228P00207500,0.68,0.13,0.53,0.59,252,0.2851,-0.0835,0.0106,264
02/28/2020,AMGN200228C00210000,17.22,-2.33,17.05,17.8,3,0.02,1,0.0135,63,210.000,AMGN200228P00210000,0.8,0.09,0.7,0.77,10,0.2749,-0.1084,0.0134,84
02/28/2020,AMGN200228C00212500,15.25,-2.05,14.3,15.95,3,0.2804,0.8399,0.0167,18,212.500,AMGN200228P00212500,1,0.06,0.95,1.02,13,0.2653,-0.1408,0.0166,48
02/28/2020,AMGN200228C00215000,12.49,-2.385,11.9,12.95,23,0.2306,0.835,0.0207,50,215.000,AMGN200228P00215000,1.42,0.2,1.27,1.37,3,0.2574,-0.183,0.0203,77
02/28/2020,AMGN200228C00217500,6.7,0,9.5,10.95,0,0.246,0.7612,0.0245,2,217.500,AMGN200228P00217500,2,0.4,1.72,1.82,18,0.2498,-0.2351,0.0243,117
02/28/2020,AMGN200228C00220000,8.25,-2.275,8.35,8.55,85,0.2247,0.7081,0.0298,107,220.000,AMGN200228P00220000,2.46,0.37,2.31,2.42,8,0.2432,-0.2983,0.0281,53
02/28/2020,AMGN200228C00222500,6.65,-1.85,6.5,6.7,99,0.2207,0.6292,0.0335,69,222.500,AMGN200228P00222500,3.5,0.77,3.05,3.2,8,0.2372,-0.3716,0.0314,16
02/28/2020,AMGN200228C00225000,4.8,-1.95,4.95,5.15,40,0.2175,0.5417,0.0358,107,225.000,AMGN200228P00225000,4.25,0.7,4,4.15,42,0.2315,-0.4529,0.0337,80
02/28/2020,AMGN200228C00227500,5.15,0,3.65,3.8,0,0.2133,0.4501,0.0365,26,227.500,AMGN200228P00227500,5.23,0.68,4.95,5.4,6,0.2266,-0.5392,0.0344,23
02/28/2020,AMGN200228C00230000,2.7,-1.175,2.59,2.69,33,0.2098,0.359,0.0351,99,230.000,AMGN200228P00230000,6.75,1,6.6,6.8,1,0.2233,-0.6251,0.0332,59
02/28/2020,AMGN200228C00232500,1.69,-1.13,1.72,1.85,24,0.2071,0.2742,0.0317,120,232.500,AMGN200228P00232500,8.4,1.2,8.05,8.5,1,0.2208,-0.7056,0.0304,30
02/28/2020,AMGN200228C00235000,1.2,-0.775,1.12,1.22,4,0.2037,0.1986,0.027,80,235.000,AMGN200228P00235000,10.7,1.825,9.75,10.55,2,0.2241,-0.7713,0.0262,17
02/28/2020,AMGN200228C00237500,1.93,0,0.69,0.77,0,0.2017,0.1377,0.0215,26,237.500,AMGN200228P00237500,11.51,0,11.5,13.3,0,0.214,-0.8407,0.0217,6
02/28/2020,AMGN200228C00240000,1.36,0,0.41,0.47,0,0.2011,0.0921,0.0162,81,240.000,AMGN200228P00240000,14.62,1.87,13.95,15.55,1,0.2169,-0.8845,0.017,52
02/28/2020,AMGN200228C00242500,1.4,0,0.23,0.29,0,0.2,0.0584,0.0115,21,242.500,AMGN200228P00242500,8.65,0,15,18.9,0,0.2285,-0.9074,0.0135,10
02/28/2020,AMGN200228C00245000,0.25,-0.105,0.04,0.21,2,0.2063,0.0407,0.0084,100,245.000,AMGN200228P00245000,7.38,0,17.75,21.65,0,0.2496,-0.9172,0.0113,10
02/28/2020,AMGN200228C00247500,0.4,0,0.03,0.45,0,0.2414,0.0473,0.0081,21,247.500,AMGN200228P00247500,0,0,19.85,23.7,0,0.2617,-0.9312,0.0092,0
02/28/2020,AMGN200228C00250000,0.46,0,0.03,0.35,0,0.2523,0.0378,0.0065,32,250.000,AMGN200228P00250000,0,0,22.3,26.3,0,0.2842,-0.9351,0.0081,0
02/28/2020,AMGN200228C00252500,0.24,0,0,0.28,0,0.26,0.0291,0.005,2,252.500,AMGN200228P00252500,0,0,24.6,29,0,0.3064,-0.9382,0.0072,0
02/28/2020,AMGN200228C00255000,0.13,0,0,0.23,0,0.2693,0.0232,0.004,18,255.000,AMGN200228P00255000,29.09,0,27.25,31.5,0,0.3232,-0.9436,0.0063,0
02/28/2020,AMGN200228C00257500,0.16,0,0,0.21,0,0.2831,0.0204,0.0034,27,257.500,AMGN200228P00257500,0,0,29.75,34.2,0,0.3442,-0.9459,0.0057,0
02/28/2020,AMGN200228C00260000,0.28,0,0,0.18,0,0.2946,0.0173,0.0029,21,260.000,AMGN200228P00260000,0,0,32.55,36.3,0,0.3697,-0.9456,0.0053,0
02/28/2020,AMGN200228C00262500,0.07,0,0,0.18,0,0.311,0.0164,0.0026,10,262.500,AMGN200228P00262500,0,0,34.5,39,0,0.3903,-0.9473,0.0049,0
02/28/2020,AMGN200228C00265000,0,0,0,0.17,0,0.3256,0.0151,0.0023,0,265.000,AMGN200228P00265000,0,0,37.1,41.5,0,0.3986,-0.9538,0.0042,0
02/28/2020,AMGN200228C00270000,0,0,0,0.15,0,0.3514,0.0125,0.0018,0,270.000,AMGN200228P00270000,0,0,42.1,46.5,0,0.4427,-0.9542,0.0038,0
02/28/2020,AMGN200228C00275000,0,0,0,0.13,0,0.3749,0.0103,0.0014,0,275.000,AMGN200228P00275000,0,0,47.15,51.7,0,0.4743,-0.9582,0.0032,0
03/06/2020,AMGN200306C00180000,0,0,45.2,49.5,0,0.02,1,0.0034,0,180.000,AMGN200306P00180000,0,0,0,1.03,0,0.5162,-0.0395,0.0028,0
03/06/2020,AMGN200306C00185000,0,0,40,44.45,0,0.02,1,0,0,185.000,AMGN200306P00185000,0.71,0,0,1.04,0,0.4655,-0.0438,0.0033,32
03/06/2020,AMGN200306C00190000,0,0,35.05,39.6,0,0.02,1,0.0047,0,190.000,AMGN200306P00190000,0.7,0,0,0.72,0,0.385,-0.0378,0.0036,16
03/06/2020,AMGN200306C00192500,0,0,32.55,37,0,0.02,1,0.0049,0,192.500,AMGN200306P00192500,0,0,0,1.27,0,0.4065,-0.0587,0.0048,0
03/06/2020,AMGN200306C00195000,36.83,0,30.05,34.5,0,0.02,1,0.0055,10,195.000,AMGN200306P00195000,0.3,0,0.01,0.9,0,0.3543,-0.0503,0.0049,8
03/06/2020,AMGN200306C00197500,34.38,0,27.5,31.85,0,0.02,1,0.0065,11,197.500,AMGN200306P00197500,2.11,0,0.3,0.43,0,0.3176,-0.0479,0.0053,1
03/06/2020,AMGN200306C00200000,25.05,0,25,29.35,0,0.02,1,0.0072,1,200.000,AMGN200306P00200000,0.45,0,0.42,0.51,0,0.3064,-0.0582,0.0064,30
03/06/2020,AMGN200306C00202500,0,0,22.95,26.6,0,0.02,1,0.008,0,202.500,AMGN200306P00202500,0,0,0.51,0.64,0,0.2982,-0.0733,0.0078,0
03/06/2020,AMGN200306C00205000,0,0,20.1,24.5,0,0.2631,0.9203,0.0088,0,205.000,AMGN200306P00205000,0.76,0,0.71,0.79,0,0.2907,-0.0924,0.0095,43
03/06/2020,AMGN200306C00207500,0,0,17.65,21.6,0,0.2738,0.8844,0.0114,0,207.500,AMGN200306P00207500,1.07,0.135,0.92,1,11,0.2814,-0.1144,0.0115,11
03/06/2020,AMGN200306C00210000,0,0,15.7,19.15,0,0.2543,0.8669,0.0137,0,210.000,AMGN200306P00210000,1.38,0.21,1.17,1.27,2,0.2751,-0.1438,0.0138,166
03/06/2020,AMGN200306C00212500,0,0,13.3,17.05,0,0.2651,0.8164,0.0164,0,212.500,AMGN200306P00212500,1.59,0.13,1.51,1.61,4,0.2679,-0.1785,0.0163,8
03/06/2020,AMGN200306C00215000,16.59,0,11.2,14.7,0,0.2719,0.7651,0.0186,18,215.000,AMGN200306P00215000,2.21,0.37,1.93,2.05,13,0.2607,-0.2196,0.019,15
03/06/2020,AMGN200306C00217500,14.8,0,9.1,12.65,0,0.2705,0.7133,0.0208,2,217.500,AMGN200306P00217500,2.64,0.315,2.49,2.61,45,0.255,-0.2687,0.0217,49
03/06/2020,AMGN200306C00220000,9.21,-1.565,9.1,9.45,2,0.2334,0.6779,0.0255,14,220.000,AMGN200306P00220000,3.48,0.585,3.15,3.3,3,0.2495,-0.3247,0.0241,31
03/06/2020,AMGN200306C00222500,8.63,0,5.55,8.8,0,0.2206,0.6138,0.0288,6,222.500,AMGN200306P00222500,4.23,0.655,3.95,4.15,5,0.2436,-0.3869,0.0263,16
03/06/2020,AMGN200306C00225000,5.8,-1.725,5.9,6.25,1,0.2276,0.5395,0.0291,65,225.000,AMGN200306P00225000,4.9,0.425,4.9,5.15,6,0.2395,-0.4547,0.0276,39
03/06/2020,AMGN200306C00227500,4.69,-1.46,4.65,4.9,7,0.2247,0.4654,0.0295,39,227.500,AMGN200306P00227500,6.08,0.58,4.75,7.75,1,0.2345,-0.5255,0.0283,2
03/06/2020,AMGN200306C00230000,3.45,-1.425,3.5,3.7,18,0.221,0.3909,0.029,99,230.000,AMGN200306P00230000,17.05,0,7,7.85,0,0.1936,-0.6215,0.0327,7
03/06/2020,AMGN200306C00232500,2.66,-1.09,2.37,2.79,2,0.2174,0.3187,0.0275,21,232.500,AMGN200306P00232500,7.05,0,7.55,10.95,0,0.201,-0.6905,0.0291,2
