QCOM (QUALCOMM, Inc.),88.57,0.38
Feb 11 2020 @ 08:33 ET,Bid,88.8,Ask,89,Size,1x3,Vol,7481257
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
02/14/2020,QCOM200214C00093000,0.21,0.015,0.19,0.22,377,0.3672,0.1081,0.0543,967,93.000,QCOM200214P00093000,5.75,0.325,4.5,4.7,13,0.5066,-0.8116,0.0572,419
02/14/2020,QCOM200214C00094000,0.14,0.005,0.13,0.14,252,0.3828,0.0735,0.0391,892,94.000,QCOM200214P00094000,6.8,0.425,5.4,5.65,2,0.5528,-0.8387,0.0475,156
02/14/2020,QCOM200214C00095000,0.09,-0.005,0.08,0.09,338,0.4091,0.0547,0.0291,1377,95.000,QCOM200214P00095000,7.25,-0.075,6.4,6.6,65,0.6162,-0.8519,0.0403,169
02/14/2020,QCOM200214C00096000,0.07,0,0.06,0.07,70,0.4338,0.0412,0.0219,634,96.000,QCOM200214P00096000,7.1,0,7.1,7.95,0,0.6627,-0.8681,0.0346,13
02/14/2020,QCOM200214C00097000,0.04,-0.015,0.04,0.05,8,0.4546,0.0306,0.0163,266,97.000,QCOM200214P00097000,7.95,0,8.2,8.65,0,0.7109,-0.88,0.0302,158
02/14/2020,QCOM200214C00098000,0.03,-0.01,0.03,0.04,22,0.4738,0.0228,0.0122,265,98.000,QCOM200214P00098000,0,0,9.05,9.85,0,0.7659,-0.8873,0.0268,0
02/14/2020,QCOM200214C00099000,0.02,0,0.02,0.03,0,0.4855,0.0158,0.0088,159,99.000,QCOM200214P00099000,0,0,10.2,10.65,0,0.8286,-0.8905,0.0243,0
02/14/2020,QCOM200214C00100000,0.02,-0.01,0,0.03,23,0.5044,0.012,0.0066,1578,100.000,QCOM200214P00100000,9.7,0,11.2,11.8,0,0.8705,-0.8994,0.0218,33
02/14/2020,QCOM200214C00101000,0.01,-0.015,0,0.02,2,0.504,0.0072,0.0043,135,101.000,QCOM200214P00101000,0,0,12.2,12.75,0,0.9089,-0.9072,0.0196,0
02/14/2020,QCOM200214C00102000,0.01,-0.01,0,0.02,75,0.5445,0.0075,0.0041,154,102.000,QCOM200214P00102000,11.75,0,13.2,13.75,0,0.959,-0.911,0.018,0
02/14/2020,QCOM200214C00103000,0.02,0,0,0.03,0,0.5927,0.0085,0.0042,85,103.000,QCOM200214P00103000,0,0,14.15,14.75,0,1.0064,-0.9148,0.0166,0
02/14/2020,QCOM200214C00104000,0.01,0,0,0.04,1,0.5328,0.0023,0.0014,25,104.000,QCOM200214P00104000,0,0,15.15,15.7,0,1.0547,-0.9178,0.0155,0
02/14/2020,QCOM200214C00105000,0.01,0,0,0.02,70,0.6371,0.0061,0.0029,1686,105.000,QCOM200214P00105000,0,0,16.15,16.7,0,1.1005,-0.9209,0.0144,0
02/21/2020,QCOM200221C00040000,45.15,0,48.25,48.85,0,0.02,1,0.0003,11,40.000,QCOM200221P00040000,0.07,0,0,0.03,0,1.6654,-0.0019,0.0002,4
02/21/2020,QCOM200221C00045000,42.43,0,43.25,43.85,0,0.02,1,0.0005,23,45.000,QCOM200221P00045000,0.03,0,0,0.03,0,1.4385,-0.0023,0.0003,10
02/21/2020,QCOM200221C00050000,30.66,0,38.25,38.85,0,0.02,1,0.0005,3,50.000,QCOM200221P00050000,0.01,0,0,0.01,0,1.126,-0.0013,0.0002,43
02/21/2020,QCOM200221C00055000,30.68,0,33.25,33.85,0,0.02,1,0.0007,10,55.000,QCOM200221P00055000,0.01,0,0,0.01,56,0.9045,-0.0009,0.0002,209
02/21/2020,QCOM200221C00060000,25.6,0,28.25,28.85,0,0.02,1,0.001,45,60.000,QCOM200221P00060000,0.01,0.005,0.01,0.02,810,0.8498,-0.0033,0.0008,921
02/21/2020,QCOM200221C00065000,24.2,0,23.25,23.9,0,0.02,1,0.001,60,65.000,QCOM200221P00065000,0.02,0,0.02,0.03,575,0.7348,-0.0064,0.0016,902
02/21/2020,QCOM200221C00067500,24.95,0,20.75,21.5,0,0.02,0.9959,0.0013,71,67.500,QCOM200221P00067500,0.03,0.01,0.02,0.04,33,0.6699,-0.0083,0.0022,609
02/21/2020,QCOM200221C00070000,18.25,0,18.4,18.85,0,0.02,0.9956,0.0016,168,70.000,QCOM200221P00070000,0.04,0.025,0.03,0.05,24,0.6035,-0.0107,0.003,2134
02/21/2020,QCOM200221C00072500,19.05,0,15.9,16.45,0,0.02,0.9817,0.0052,63,72.500,QCOM200221P00072500,0.04,0.01,0.03,0.06,429,0.5399,-0.0144,0.0044,11478
02/21/2020,QCOM200221C00075000,13.1,0.25,13.45,13.85,6,0.02,0.9879,0.0047,611,75.000,QCOM200221P00075000,0.06,0.02,0.05,0.06,2412,0.4818,-0.0209,0.0068,8293
02/21/2020,QCOM200221C00076000,0,0,12.45,12.9,0,0.02,0.9793,0.0073,0,76.000,QCOM200221P00076000,0,0,0.05,0.08,0,0.4606,-0.025,0.0082,0
02/21/2020,QCOM200221C00077000,0,0,11.45,12.05,0,0.02,0.9584,0.0121,0,77.000,QCOM200221P00077000,0.07,0.07,0.06,0.09,6,0.4379,-0.0297,0.01,6
02/21/2020,QCOM200221C00077500,11.55,0,10.95,11.4,0,0.02,0.977,0.009,488,77.500,QCOM200221P00077500,0.08,0,0.07,0.09,110,0.4167,-0.0295,0.0105,2312
02/21/2020,QCOM200221C00078000,9.88,9.88,10.65,10.8,70,0.02,0.9614,0.0128,26,78.000,QCOM200221P00078000,0,0,0.07,0.1,0,0.4127,-0.0347,0.0121,0
02/21/2020,QCOM200221C00079000,0,0,9.45,9.95,0,0.02,0.9663,0.0132,0,79.000,QCOM200221P00079000,0.13,0.13,0.05,0.12,1,0.395,-0.0437,0.0152,1
02/21/2020,QCOM200221C00080000,8.26,0,8.6,8.9,0,0.02,0.9477,0.0187,1528,80.000,QCOM200221P00080000,0.16,-0.015,0.13,0.15,177,0.3799,-0.0566,0.0195,3362
02/21/2020,QCOM200221C00081000,6.66,-0.365,7.55,8,10,0.02,0.9366,0.0233,43,81.000,QCOM200221P00081000,0.23,-0.005,0.17,0.19,91,0.3653,-0.0737,0.0248,221
02/21/2020,QCOM200221C00082000,7.1,0,6.6,7.05,0,0.02,1,0.0302,28,82.000,QCOM200221P00082000,0.33,0,0.23,0.25,197,0.3508,-0.096,0.0315,328
02/21/2020,QCOM200221C00082500,6.14,0.465,6.25,6.55,14,0.05,1,0,1186,82.500,QCOM200221P00082500,0.27,-0.12,0.26,0.29,42,0.3462,-0.1112,0.0355,2078
02/21/2020,QCOM200221C00083000,4.5,-0.75,5.9,6.05,25,0.2137,0.9628,0.0247,63,83.000,QCOM200221P00083000,0.35,-0.11,0.31,0.33,94,0.341,-0.128,0.0398,311
02/21/2020,QCOM200221C00084000,4.9,0.475,5,5.15,179,0.2416,0.9028,0.0462,246,84.000,QCOM200221P00084000,0.44,-0.2,0.43,0.46,371,0.3322,-0.1692,0.0493,537
02/21/2020,QCOM200221C00085000,4,0.35,4.2,4.35,805,0.2596,0.8286,0.0636,6183,85.000,QCOM200221P00085000,0.62,-0.26,0.6,0.63,3161,0.3272,-0.2227,0.0592,7735
02/21/2020,QCOM200221C00086000,3.1,0.095,3.45,3.55,63,0.2656,0.7501,0.0777,222,86.000,QCOM200221P00086000,0.89,-0.3,0.84,0.87,113,0.3237,-0.2868,0.0683,513
02/21/2020,QCOM200221C00087000,2.81,0.43,2.77,2.85,486,0.2732,0.6605,0.087,388,87.000,QCOM200221P00087000,1.17,-0.415,1.15,1.2,155,0.3231,-0.3602,0.0752,630
02/21/2020,QCOM200221C00087500,2.31,0.2,2.47,2.54,754,0.2756,0.6145,0.0901,3373,87.500,QCOM200221P00087500,1.51,-0.305,1.34,1.39,562,0.3239,-0.3992,0.0774,5062
02/21/2020,QCOM200221C00088000,2.2,0.335,2.18,2.25,334,0.2774,0.568,0.092,916,88.000,QCOM200221P00088000,1.59,-0.48,1.55,1.6,82,0.3246,-0.4388,0.0789,459
02/21/2020,QCOM200221C00089000,1.72,0.29,1.69,1.74,288,0.2818,0.4756,0.0917,2076,89.000,QCOM200221P00089000,2.33,-0.305,2.04,2.09,49,0.3293,-0.5178,0.0786,633
02/21/2020,QCOM200221C00090000,1.31,0.23,1.28,1.31,1647,0.2863,0.3882,0.0869,15361,90.000,QCOM200221P00090000,2.66,-0.64,2.62,2.7,128,0.3353,-0.5927,0.0752,4912
02/21/2020,QCOM200221C00091000,0.98,0.175,0.95,0.99,416,0.2906,0.3093,0.0788,1437,91.000,QCOM200221P00091000,3.97,-0.03,3.25,3.4,36,0.3464,-0.6586,0.0688,175
02/21/2020,QCOM200221C00092000,0.72,0.125,0.7,0.74,197,0.2971,0.2428,0.0684,1241,92.000,QCOM200221P00092000,4.3,-0.5,4,4.15,2,0.3544,-0.7175,0.0619,206
02/21/2020,QCOM200221C00092500,0.6,0.095,0.6,0.63,147,0.3006,0.2141,0.063,7308,92.500,QCOM200221P00092500,4.65,-0.55,4.4,4.55,58,0.3589,-0.7435,0.0583,966
02/21/2020,QCOM200221C00093000,0.48,0.05,0.51,0.55,78,0.3024,0.1868,0.0577,2874,93.000,QCOM200221P00093000,5.5,0,4.8,5.1,0,0.372,-0.7619,0.054,418
02/21/2020,QCOM200221C00094000,0.39,0.075,0.37,0.4,262,0.3107,0.144,0.0474,690,94.000,QCOM200221P00094000,5.45,0,5.6,5.9,0,0.3854,-0.8016,0.0469,133
02/21/2020,QCOM200221C00095000,0.28,0.055,0.26,0.29,452,0.3169,0.1088,0.0382,17494,95.000,QCOM200221P00095000,7.5,0.075,6.55,6.75,10,0.4051,-0.8291,0.0407,687
02/21/2020,QCOM200221C00096000,0.19,0.025,0.19,0.21,40,0.3207,0.08,0.0301,699,96.000,QCOM200221P00096000,8.85,0,7.35,7.8,0,0.4305,-0.8486,0.0354,64
02/21/2020,QCOM200221C00097000,0.11,0.11,0.14,0.16,35,0.3317,0.0622,0.024,35,97.000,QCOM200221P00097000,0,0,8.3,8.75,0,0.4453,-0.8702,0.0308,0
02/21/2020,QCOM200221C00097500,0.14,0.03,0.12,0.14,80,0.3341,0.0533,0.0211,6566,97.500,QCOM200221P00097500,10.2,0.4,8.9,9.1,40,0.4706,-0.8698,0.0292,388
02/21/2020,QCOM200221C00098000,0,0,0.1,0.12,0,0.3397,0.0472,0.0188,0,98.000,QCOM200221P00098000,0,0,9.25,9.85,0,0.48,-0.8776,0.0274,0
02/21/2020,QCOM200221C00099000,0,0,0.07,0.1,0,0.3467,0.0354,0.0146,0,99.000,QCOM200221P00099000,0,0,10.25,10.85,0,0.5137,-0.8839,0.0247,0
02/21/2020,QCOM200221C00100000,0.06,-0.005,0.05,0.07,232,0.3546,0.027,0.0114,14984,100.000,QCOM200221P00100000,12.4,0,11.2,11.7,0,0.5378,-0.8934,0.0222,425
02/21/2020,QCOM200221C00101000,0.05,0.05,0.04,0.06,1,0.3382,0.0141,0.0069,1,101.000,QCOM200221P00101000,0,0,12.2,12.8,0,0.5696,-0.898,0.0203,0
02/21/2020,QCOM200221C00102000,0,0,0,0.07,0,0.3498,0.0113,0.0055,0,102.000,QCOM200221P00102000,0,0,13.2,13.75,0,0.6004,-0.9022,0.0187,0
02/21/2020,QCOM200221C00105000,0.02,-0.005,0,0.02,14,0.3772,0.0052,0.0026,4266,105.000,QCOM200221P00105000,17.52,0.245,16.15,16.75,6,0.6791,-0.9157,0.0148,1
02/21/2020,QCOM200221C00110000,0.01,0,0,0.02,0,0.4845,0.0058,0.0022,1638,110.000,QCOM200221P00110000,20.56,0,21.15,21.7,0,0.8034,-0.9302,0.0108,1
02/21/2020,QCOM200221C00115000,0.03,0,0,0.01,0,0.521,0.0023,0.0009,1048,115.000,QCOM200221P00115000,25.45,0,26.15,26.65,0,0.9393,-0.935,0.0088,1
02/21/2020,QCOM200221C00120000,0.02,0,0,0.01,0,0.5861,0.0017,0.0006,607,120.000,QCOM200221P00120000,0,0,31.15,31.65,0,1.0576,-0.9402,0.0073,0
02/21/2020,QCOM200221C00125000,0.12,0,0,0.03,0,0.734,0.0043,0.0011,47,125.000,QCOM200221P00125000,0,0,36.15,36.65,0,1.1663,-0.9446,0.0062,0
02/21/2020,QCOM200221C00130000,0.04,0,0,0.02,0,0.7932,0.0034,0.0008,183,130.000,QCOM200221P00130000,40.1,0,41.15,41.65,0,1.2707,-0.9478,0.0055,0
02/28/2020,QCOM200228C00070000,19.5,0,18.25,19,0,0.02,1,0.0018,23,70.000,QCOM200228P00070000,0,0,0.02,0.23,0,0.5732,-0.0276,0.0056,0
02/28/2020,QCOM200228C00075000,11.19,0,13.25,13.95,0,0.02,1,0.0027,8,75.000,QCOM200228P00075000,0.1,-0.005,0.07,0.11,3,0.4173,-0.0322,0.0088,54
02/28/2020,QCOM200228C00080000,7.39,-0.785,8.35,9.35,1,0.02,1,0.0213,55,80.000,QCOM200228P00080000,0.26,-0.06,0.23,0.26,13,0.3341,-0.0778,0.0221,154
02/28/2020,QCOM200228C00081000,7.1,-0.175,7.6,8.25,1,0.1958,0.982,0.0115,6,81.000,QCOM200228P00081000,0.33,-0.1,0.3,0.34,10,0.3295,-0.1021,0.0275,35
02/28/2020,QCOM200228C00082000,6,0,6.45,7.6,0,0.2117,0.9536,0.0233,5,82.000,QCOM200228P00082000,0.44,-0.13,0.4,0.44,60,0.324,-0.1315,0.0334,716
02/28/2020,QCOM200228C00083000,4.85,-0.7,5.55,6.7,6,0.2451,0.8918,0.0385,9,83.000,QCOM200228P00083000,0.62,-0.125,0.53,0.58,42,0.3184,-0.1669,0.0399,110
02/28/2020,QCOM200228C00084000,5.2,0.4,5.35,5.5,13,0.2658,0.8269,0.0489,4,84.000,QCOM200228P00084000,0.99,0.015,0.7,0.76,45,0.315,-0.2104,0.0465,103
02/28/2020,QCOM200228C00085000,4.42,0,4.55,4.7,0,0.271,0.767,0.0573,172,85.000,QCOM200228P00085000,0.98,-0.28,0.93,0.99,52,0.313,-0.2612,0.0528,218
02/28/2020,QCOM200228C00086000,3.65,0.2,3.85,4,72,0.2737,0.7019,0.0643,118,86.000,QCOM200228P00086000,1.31,-0.305,1.21,1.28,36,0.3118,-0.3181,0.0581,81
02/28/2020,QCOM200228C00087000,2.75,-0.105,3.2,3.35,113,0.2728,0.6334,0.0701,465,87.000,QCOM200228P00087000,1.77,-0.25,1.56,1.63,25,0.3112,-0.3795,0.0621,257
02/28/2020,QCOM200228C00088000,2.5,0.165,2.65,2.72,45,0.2738,0.5604,0.0731,162,88.000,QCOM200228P00088000,2.72,0.21,1.97,2.05,14,0.3112,-0.4437,0.0645,75
02/28/2020,QCOM200228C00089000,2.17,0.28,2.15,2.21,209,0.2775,0.4871,0.073,422,89.000,QCOM200228P00089000,2.98,-0.07,2.46,2.55,4,0.3134,-0.5084,0.0646,205
02/28/2020,QCOM200228C00090000,1.75,0.24,1.71,1.77,93,0.279,0.416,0.071,430,90.000,QCOM200228P00090000,3.65,0,3,3.15,0,0.3183,-0.5705,0.0627,395
02/28/2020,QCOM200228C00091000,1.38,0.18,1.35,1.4,70,0.2822,0.3501,0.0667,244,91.000,QCOM200228P00091000,4.71,0.335,3.65,3.75,8,0.3211,-0.6294,0.0598,1068
02/28/2020,QCOM200228C00092000,1.05,0.11,1.05,1.1,194,0.2838,0.2892,0.0612,454,92.000,QCOM200228P00092000,7.24,0,4.35,4.5,0,0.3232,-0.6843,0.0559,14
02/28/2020,QCOM200228C00093000,0.64,-0.085,0.81,0.86,37,0.2872,0.2365,0.0545,416,93.000,QCOM200228P00093000,5,0,5.1,5.25,0,0.3332,-0.7288,0.0505,23
02/28/2020,QCOM200228C00094000,0.47,-0.1,0.62,0.66,12,0.2907,0.1911,0.0476,278,94.000,QCOM200228P00094000,5.82,0,5.5,6.7,0,0.3416,-0.7685,0.0453,6
02/28/2020,QCOM200228C00095000,0.44,0.005,0.47,0.51,36,0.2937,0.1524,0.0407,342,95.000,QCOM200228P00095000,5.8,0,6.5,7.4,0,0.3626,-0.7932,0.04,46
02/28/2020,QCOM200228C00096000,0.34,-0.005,0.36,0.39,22,0.2978,0.121,0.0343,151,96.000,QCOM200228P00096000,8.9,0,7.4,8.25,0,0.3714,-0.822,0.0356,9
02/28/2020,QCOM200228C00097000,0.39,0,0.27,0.3,0,0.3023,0.0954,0.0285,78,97.000,QCOM200228P00097000,0,0,8.4,9.15,0,0.3911,-0.8393,0.0317,0
02/28/2020,QCOM200228C00098000,0.26,0,0.2,0.23,0,0.3071,0.0757,0.0236,35,98.000,QCOM200228P00098000,0,0,9.25,10.1,0,0.4098,-0.8543,0.0283,0
02/28/2020,QCOM200228C00099000,0.12,-0.04,0.16,0.18,19,0.3103,0.0586,0.0192,47,99.000,QCOM200228P00099000,0,0,10.35,10.95,0,0.4321,-0.8646,0.0256,0
02/28/2020,QCOM200228C00100000,0.09,-0.045,0.12,0.14,5,0.3099,0.0432,0.015,334,100.000,QCOM200228P00100000,11.55,0,11.25,11.85,0,0.4535,-0.8738,0.0232,38
02/28/2020,QCOM200228C00105000,0.05,0.005,0,0.06,90,0.3367,0.013,0.0051,212,105.000,QCOM200228P00105000,0,0,16.2,16.75,0,0.562,-0.9019,0.0156,0
02/28/2020,QCOM200228C00110000,0.07,0,0.02,0.08,0,0.4505,0.0176,0.0049,523,110.000,QCOM200228P00110000,0,0,21.15,21.7,0,0.656,-0.9203,0.0115,0
02/28/2020,QCOM200228C00115000,0.21,0,0,0.02,0,0.4414,0.0046,0.0015,24,115.000,QCOM200228P00115000,0,0,26.15,26.7,0,0.7656,-0.9257,0.0093,0
03/06/2020,QCOM200306C00070000,19.79,0,18.25,19,0,0.02,0.9459,0.0078,15,70.000,QCOM200306P00070000,0.09,0,0.04,0.28,0,0.4976,-0.0323,0.0063,3
03/06/2020,QCOM200306C00075000,13.55,0,13.25,14.15,0,0.02,0.9266,0.0131,3,75.000,QCOM200306P00075000,0.2,-0.015,0.14,0.19,2,0.3792,-0.0452,0.0108,92
03/06/2020,QCOM200306C00080000,8.2,0,8.8,9.15,0,0.297,0.8997,0.0246,9,80.000,QCOM200306P00080000,0.69,0.07,0.45,0.49,8,0.3384,-0.1234,0.026,77
03/06/2020,QCOM200306C00081000,6.95,-0.475,7.45,8.55,3,0.3013,0.8667,0.03,7,81.000,QCOM200306P00081000,0.63,0,0.53,0.66,0,0.333,-0.1508,0.0302,13
03/06/2020,QCOM200306C00082000,6.07,0,6.65,7.75,0,0.3019,0.8308,0.0353,1,82.000,QCOM200306P00082000,0.86,-0.125,0.71,0.8,4,0.3303,-0.1843,0.0347,98
03/06/2020,QCOM200306C00083000,0,0,5.8,6.55,0,0.2994,0.7918,0.0407,0,83.000,QCOM200306P00083000,1.35,0.11,0.94,0.99,1,0.3282,-0.2226,0.0391,135
03/06/2020,QCOM200306C00084000,5.35,0,5,5.75,0,0.2937,0.7496,0.0461,4,84.000,QCOM200306P00084000,1.58,0.045,1.19,1.25,9,0.3266,-0.2653,0.0432,66
03/06/2020,QCOM200306C00085000,4.35,-0.05,4.8,5,8,0.2922,0.6996,0.0508,72,85.000,QCOM200306P00085000,1.93,0.05,1.49,1.56,106,0.3272,-0.3127,0.0465,274
03/06/2020,QCOM200306C00086000,3.7,-0.075,4.15,4.3,3,0.293,0.6446,0.0544,220,86.000,QCOM200306P00086000,2.07,-0.225,1.84,1.91,17,0.3272,-0.3624,0.0493,156
03/06/2020,QCOM200306C00087000,3.4,0.2,3.55,3.7,163,0.2897,0.5882,0.0576,166,87.000,QCOM200306P00087000,2.4,0,2.23,2.35,0,0.3286,-0.4141,0.0509,120
03/06/2020,QCOM200306C00088000,2.72,0.035,2.99,3.1,156,0.2941,0.5291,0.058,311,88.000,QCOM200306P00088000,3.35,0.05,2.71,2.83,1,0.3307,-0.4662,0.0516,18
03/06/2020,QCOM200306C00089000,2.42,0.19,2.5,2.59,217,0.2935,0.4708,0.0582,427,89.000,QCOM200306P00089000,3.65,0,3.25,3.35,0,0.3352,-0.5172,0.051,85
03/06/2020,QCOM200306C00090000,2.1,0.235,2.07,2.15,70,0.293,0.4135,0.0571,301,90.000,QCOM200306P00090000,3.71,0,3.8,4.1,0,0.3403,-0.5659,0.0496,31
03/06/2020,QCOM200306C00091000,1.71,0.2,1.7,1.76,33,0.293,0.3586,0.0548,142,91.000,QCOM200306P00091000,3.48,0,4.4,4.7,0,0.3401,-0.6138,0.0482,6
03/06/2020,QCOM200306C00092000,1.08,-0.145,1.37,1.43,12,0.2933,0.3073,0.0515,110,92.000,QCOM200306P00092000,5.26,0,5.15,5.4,0,0.3464,-0.6562,0.0454,1
03/06/2020,QCOM200306C00093000,1.12,0.145,1.1,1.17,54,0.2939,0.2603,0.0475,89,93.000,QCOM200306P00093000,5.82,0,5.8,6.1,0,0.3544,-0.6937,0.0423,31
03/06/2020,QCOM200306C00094000,0.86,0.065,0.85,0.94,18,0.2941,0.2175,0.043,76,94.000,QCOM200306P00094000,6.5,0,6.1,7.1,0,0.3549,-0.7322,0.0396,3
03/06/2020,QCOM200306C00095000,0.55,-0.085,0.7,0.75,44,0.2947,0.1799,0.0383,194,95.000,QCOM200306P00095000,0,0,6.95,8.3,0,0.3643,-0.7613,0.0362,0
03/06/2020,QCOM200306C00096000,0.83,0,0.5,0.61,0,0.297,0.1481,0.0335,54,96.000,QCOM200306P00096000,0,0,8.05,9,0,0.3788,-0.7834,0.0329,0
03/06/2020,QCOM200306C00097000,0.22,-0.2,0.41,0.52,2,0.2984,0.121,0.029,62,97.000,QCOM200306P00097000,0,0,9,9.8,0,0.3981,-0.7992,0.0299,0
03/06/2020,QCOM200306C00098000,0.3,-0.03,0.31,0.38,2,0.3045,0.1014,0.0251,60,98.000,QCOM200306P00098000,0,0,9.8,10.85,0,0.4038,-0.8214,0.0274,0
03/06/2020,QCOM200306C00099000,0.36,0,0.24,0.31,0,0.3085,0.0836,0.0214,7,99.000,QCOM200306P00099000,12.65,0,10.7,11.8,0,0.4286,-0.829,0.0251,1
03/06/2020,QCOM200306C00100000,0.19,-0.035,0.09,0.25,8,0.3065,0.0648,0.0178,137,100.000,QCOM200306P00100000,0,0,11.7,12.7,0,0.4482,-0.8384,0.0231,0
03/06/2020,QCOM200306C00105000,0.06,-0.05,0.06,0.13,4,0.3475,0.0312,0.0087,219,105.000,QCOM200306P00105000,0,0,16.6,17.45,0,0.5449,-0.8698,0.0163,0
03/06/2020,QCOM200306C00110000,0.43,0,0,0.27,0,0.4475,0.0343,0.0073,2,110.000,QCOM200306P00110000,0,0,21.6,22.35,0,0.6211,-0.8941,0.0123,0
03/06/2020,QCOM200306C00115000,0,0,0,0.23,0,0.5052,0.0265,0.0052,0,115.000,QCOM200306P00115000,0,0,26.6,27.3,0,0.7032,-0.9064,0.0099,0
03/13/2020,QCOM200313C00070000,18.6,0,18.3,19,0,0.02,0.94,0.0082,6,70.000,QCOM200313P00070000,0.03,0,0.05,0.33,0,0.4599,-0.0383,0.0069,6
03/13/2020,QCOM200313C00075000,0,0,13.25,14.2,0,0.02,1,0.0136,0,75.000,QCOM200313P00075000,0.2,-0.03,0.2,0.24,1,0.3499,-0.0522,0.0116,31
03/13/2020,QCOM200313C00080000,7.74,-0.685,8.45,9.55,16,0.2854,0.8806,0.0257,39,80.000,QCOM200313P00080000,0.83,0.04,0.62,0.66,17,0.3285,-0.1447,0.0264,88
