INTC (Intel Corporation),66.4,0.17
Feb 11 2020 @ 08:32 ET,Bid,66.55,Ask,66.64,Size,11x2,Vol,22299288
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
02/14/2020,INTC200214C00065000,1.65,-0.035,1.68,1.73,236,0.2163,0.8298,0.1678,696,65.000,INTC200214P00065000,0.29,-0.1,0.27,0.29,1334,0.3059,-0.2476,0.1481,1669
02/14/2020,INTC200214C00065500,1.15,-0.175,1.3,1.34,244,0.2282,0.7207,0.2111,310,65.500,INTC200214P00065500,0.49,-0.04,0.4,0.42,174,0.3024,-0.3269,0.171,782
02/14/2020,INTC200214C00066000,0.99,-0.02,0.97,0.99,1595,0.233,0.6037,0.237,1694,66.000,INTC200214P00066000,0.59,-0.12,0.56,0.59,314,0.3,-0.4166,0.1864,1832
02/14/2020,INTC200214C00066500,0.71,-0.03,0.7,0.72,1702,0.2372,0.4825,0.2408,2486,66.500,INTC200214P00066500,0.83,-0.11,0.78,0.81,377,0.3019,-0.5114,0.1893,637
02/14/2020,INTC200214C00067000,0.49,-0.03,0.49,0.5,1562,0.2398,0.3668,0.225,1633,67.000,INTC200214P00067000,1.3,0.075,1.06,1.09,160,0.3077,-0.6022,0.1797,957
02/14/2020,INTC200214C00067500,0.3,-0.055,0.31,0.33,1034,0.2429,0.2653,0.1934,3151,67.500,INTC200214P00067500,1.6,0.035,1.38,1.42,24,0.3189,-0.681,0.1605,587
02/14/2020,INTC200214C00068000,0.21,-0.025,0.2,0.21,3139,0.2439,0.1808,0.1546,3200,68.000,INTC200214P00068000,1.88,-0.065,1.76,1.82,13,0.3363,-0.7432,0.1373,462
02/14/2020,INTC200214C00068500,0.13,-0.02,0.12,0.13,178,0.2506,0.122,0.1157,541,68.500,INTC200214P00068500,2.55,0,2.17,2.23,0,0.3553,-0.7918,0.1157,162
02/14/2020,INTC200214C00069000,0.03,-0.065,0.07,0.08,76,0.2577,0.0806,0.0831,811,69.000,INTC200214P00069000,3.15,0.34,2.64,2.7,1,0.382,-0.8249,0.0967,259
02/14/2020,INTC200214C00069500,0.04,-0.015,0.04,0.05,19,0.2566,0.0469,0.0548,92,69.500,INTC200214P00069500,3.65,0.35,3.1,3.25,25,0.4329,-0.836,0.0819,167
02/14/2020,INTC200214C00070000,0.03,-0.005,0.02,0.04,204,0.2723,0.0338,0.0395,2258,70.000,INTC200214P00070000,3.6,0,3.55,3.75,0,0.4611,-0.8562,0.0705,20
02/14/2020,INTC200214C00070500,0.02,-0.005,0.01,0.03,29,0.2902,0.0258,0.0297,51,70.500,INTC200214P00070500,3.5,0,4,4.25,0,0.4858,-0.8742,0.061,2
02/14/2020,INTC200214C00071000,0.01,-0.01,0.01,0.02,38,0.3122,0.0215,0.0236,607,71.000,INTC200214P00071000,4.25,0,4.55,4.75,0,0.5253,-0.8818,0.054,1
02/14/2020,INTC200214C00071500,0.06,0,0,0.03,0,0.3331,0.018,0.019,20,71.500,INTC200214P00071500,0,0,5,5.25,0,0.5637,-0.8884,0.0483,0
02/14/2020,INTC200214C00072000,0.04,0,0,0.03,0,0.3608,0.0173,0.017,638,72.000,INTC200214P00072000,5.3,0,5.55,5.75,0,0.619,-0.887,0.0444,90
02/14/2020,INTC200214C00072500,0.03,0,0,0.02,0,0.374,0.0133,0.0131,2,72.500,INTC200214P00072500,0,0,6.05,6.3,0,0.6172,-0.9067,0.0387,0
02/14/2020,INTC200214C00073000,0.01,0,0,0.03,0,0.4112,0.0149,0.0131,55,73.000,INTC200214P00073000,0,0,6.45,6.75,0,0.6739,-0.9034,0.0364,0
02/14/2020,INTC200214C00073500,0,0,0,0.03,0,0.4442,0.0157,0.0127,0,73.500,INTC200214P00073500,0,0,7.05,7.25,0,0.6873,-0.9145,0.0326,0
02/14/2020,INTC200214C00074000,0.01,0,0,0.02,0,0.4457,0.0111,0.0094,26,74.000,INTC200214P00074000,0,0,7.5,7.8,0,0.7434,-0.911,0.0311,0
02/14/2020,INTC200214C00074500,0,0,0,0.03,0,0.4817,0.0123,0.0095,0,74.500,INTC200214P00074500,0,0,7.95,8.3,0,0.8004,-0.9074,0.0297,0
02/14/2020,INTC200214C00075000,0.01,0,0,0.03,0,0.4725,0.0076,0.0064,67,75.000,INTC200214P00075000,9.8,0,8.45,8.8,0,0.8345,-0.9105,0.0278,0
02/14/2020,INTC200214C00076000,0.07,0,0,0.01,0,0.4844,0.0043,0.0037,3,76.000,INTC200214P00076000,0,0,9.5,9.8,0,0.8764,-0.922,0.0238,0
02/14/2020,INTC200214C00077000,0.06,0,0,0.02,0,0.5773,0.0079,0.0054,4,77.000,INTC200214P00077000,10.6,0,10.45,10.8,0,0.9366,-0.9272,0.0212,0
02/14/2020,INTC200214C00078000,0,0,0,0.01,0,0.5654,0.0037,0.0028,0,78.000,INTC200214P00078000,0,0,11.45,11.8,0,0.9753,-0.9356,0.0185,0
02/14/2020,INTC200214C00079000,0,0,0,0.03,0,0.6989,0.0099,0.0054,0,79.000,INTC200214P00079000,0,0,12.45,12.8,0,1.0348,-0.9385,0.0168,0
02/14/2020,INTC200214C00080000,0,0,0,0.03,0,0.7472,0.0098,0.005,0,80.000,INTC200214P00080000,0,0,13.45,13.8,0,1.1241,-0.9354,0.0161,0
02/14/2020,INTC200214C00081000,0,0,0,0.03,0,0.776,0.0083,0.0042,0,81.000,INTC200214P00081000,0,0,14.45,14.8,0,1.2074,-0.9335,0.0153,0
02/14/2020,INTC200214C00082000,0,0,0,0.03,0,0.8158,0.0078,0.0038,0,82.000,INTC200214P00082000,0,0,15.45,15.8,0,1.2642,-0.9359,0.0142,0
02/14/2020,INTC200214C00083000,0.01,0,0,0.02,0,0.841,0.0066,0.0031,1,83.000,INTC200214P00083000,0,0,16.5,16.8,0,1.3199,-0.9381,0.0133,0
02/14/2020,INTC200214C00084000,0.03,0,0,0.03,0,0.9151,0.0083,0.0035,1,84.000,INTC200214P00084000,0,0,17.45,17.8,0,1.376,-0.9398,0.0124,0
02/14/2020,INTC200214C00085000,0,0,0,0.03,0,0.9355,0.0069,0.0029,0,85.000,INTC200214P00085000,0,0,18.45,18.8,0,1.4233,-0.9425,0.0116,0
02/21/2020,INTC200221C00040000,27.16,0,26.25,26.6,0,0.02,0.9973,0.0007,0,40.000,INTC200221P00040000,0.01,0,0,0.01,0,1.001,-0.0013,0.0004,2523
02/21/2020,INTC200221C00042500,24.64,0,23.75,24.1,0,0.02,0.9953,0.0012,0,42.500,INTC200221P00042500,0.01,0,0,0.02,0,0.9385,-0.0024,0.0007,96
02/21/2020,INTC200221C00045000,22.35,0,21.25,21.6,0,0.02,0.9948,0.0014,11,45.000,INTC200221P00045000,0.01,0,0,0.01,0,0.7682,-0.0014,0.0005,657
02/21/2020,INTC200221C00047500,19.72,0,18.75,19.1,0,0.02,0.9966,0.0012,1,47.500,INTC200221P00047500,0.01,0,0,0.03,0,0.7639,-0.0048,0.0016,1280
02/21/2020,INTC200221C00050000,16.95,0,16.25,16.6,0,0.02,0.9965,0.0015,6,50.000,INTC200221P00050000,0.01,-0.005,0,0.01,3,0.5791,-0.002,0.001,3698
02/21/2020,INTC200221C00052000,15.07,0,14.3,14.6,0,0.02,0.9883,0.0042,0,52.000,INTC200221P00052000,0.01,-0.01,0,0.01,24,0.5112,-0.0026,0.0013,920
02/21/2020,INTC200221C00052500,14.18,0,13.75,14.1,0,0.02,0.9981,0.0011,52,52.500,INTC200221P00052500,0.01,-0.005,0.01,0.02,201,0.5537,-0.0063,0.0028,12276
02/21/2020,INTC200221C00053000,14.13,0,13.25,13.6,0,0.02,0.9966,0.0018,0,53.000,INTC200221P00053000,0.03,0,0,0.02,0,0.5027,-0.0043,0.0022,3098
02/21/2020,INTC200221C00053500,11.73,0,12.75,13.1,0,0.02,0.998,0.0013,0,53.500,INTC200221P00053500,0.02,0,0,0.03,1,0.5179,-0.0072,0.0033,233
02/21/2020,INTC200221C00054000,12.4,0,12.25,12.6,0,0.02,0.998,0.0013,0,54.000,INTC200221P00054000,0.02,0,0,0.03,0,0.4944,-0.0071,0.0035,3288
02/21/2020,INTC200221C00054500,13.9,0,11.75,12.1,0,0.02,0.997,0.0019,0,54.500,INTC200221P00054500,0.03,0,0,0.03,0,0.4991,-0.0101,0.0047,1643
02/21/2020,INTC200221C00055000,10.75,-0.55,11.35,11.5,50,0.02,0.9979,0.0015,113,55.000,INTC200221P00055000,0.02,-0.005,0.01,0.03,54,0.4924,-0.0124,0.0056,29884
02/21/2020,INTC200221C00055500,12.6,0,10.75,11.1,0,0.02,0.998,0.0015,0,55.500,INTC200221P00055500,0.03,0.005,0,0.03,60,0.4586,-0.0109,0.0054,1421
02/21/2020,INTC200221C00056000,11.35,0,10.3,10.6,0,0.02,0.9856,0.0069,0,56.000,INTC200221P00056000,0.01,-0.015,0,0.03,1,0.4377,-0.0112,0.0058,626
02/21/2020,INTC200221C00056500,12.55,0,9.8,10,0,0.02,1,0.0099,0,56.500,INTC200221P00056500,0.05,0,0.01,0.04,0,0.4178,-0.0119,0.0064,1122
02/21/2020,INTC200221C00057000,10.25,0,9.3,9.6,0,0.02,0.9841,0.0083,0,57.000,INTC200221P00057000,0.02,-0.015,0.02,0.04,11,0.4084,-0.0142,0.0077,5677
02/21/2020,INTC200221C00057500,8.5,-0.325,8.85,9,18,0.02,0.9957,0.0034,80,57.500,INTC200221P00057500,0.03,-0.005,0.02,0.03,64,0.3864,-0.0145,0.0083,13264
02/21/2020,INTC200221C00058000,9.2,0,8.3,8.55,0,0.02,0.9997,0.0004,0,58.000,INTC200221P00058000,0.04,0,0.02,0.04,0,0.3674,-0.0156,0.0092,10973
02/21/2020,INTC200221C00058500,8.95,0,7.8,8.15,0,0.02,0.9708,0.0146,0,58.500,INTC200221P00058500,0.07,0,0.03,0.04,0,0.3642,-0.0209,0.0119,629
02/21/2020,INTC200221C00059000,7.3,-0.075,7.3,7.55,5,0.02,1,0,5,59.000,INTC200221P00059000,0.04,-0.015,0.03,0.05,3,0.3468,-0.0229,0.0136,1340
02/21/2020,INTC200221C00059500,7.9,0,6.85,7.15,0,0.02,0.9581,0.0208,0,59.500,INTC200221P00059500,0.07,0.005,0.04,0.05,1,0.3366,-0.0284,0.0167,531
02/21/2020,INTC200221C00060000,6.3,-0.075,6.35,6.55,46,0.02,0.9798,0.0147,609,60.000,INTC200221P00060000,0.07,-0.005,0.05,0.06,242,0.3289,-0.0356,0.0206,7233
02/21/2020,INTC200221C00060500,6.9,0,5.8,6.1,0,0.02,0.9777,0.017,7,60.500,INTC200221P00060500,0.09,-0.005,0.06,0.07,8,0.3162,-0.042,0.0246,1183
02/21/2020,INTC200221C00061000,5.89,0,5.4,5.55,0,0.02,0.9605,0.0261,11,61.000,INTC200221P00061000,0.09,-0.025,0.07,0.09,144,0.3114,-0.0545,0.0307,737
02/21/2020,INTC200221C00061500,4.39,-0.535,4.95,5.1,3,0.02,0.9345,0.037,11,61.500,INTC200221P00061500,0.16,0.025,0.09,0.11,2,0.3013,-0.0672,0.0374,4407
02/21/2020,INTC200221C00062000,5.15,0,4.3,4.6,0,0.02,0.9723,0.0264,121,62.000,INTC200221P00062000,0.14,-0.025,0.12,0.13,11,0.2915,-0.0828,0.0454,1176
02/21/2020,INTC200221C00062500,3.5,-0.5,4,4.15,18,0.02,1,0.0541,1513,62.500,INTC200221P00062500,0.15,-0.055,0.15,0.16,114,0.2832,-0.1035,0.055,3625
02/21/2020,INTC200221C00063000,3.15,-0.4,3.55,3.7,26,0.167,0.967,0.0382,215,63.000,INTC200221P00063000,0.22,-0.035,0.19,0.21,35,0.2776,-0.1307,0.0663,1423
02/21/2020,INTC200221C00063500,2.62,-0.53,3.1,3.25,503,0.1979,0.9077,0.0724,2672,63.500,INTC200221P00063500,0.28,-0.045,0.25,0.26,61,0.2703,-0.1629,0.0789,1815
02/21/2020,INTC200221C00064000,2.41,-0.31,2.73,2.79,30,0.2019,0.8595,0.0958,4228,64.000,INTC200221P00064000,0.34,-0.065,0.33,0.34,209,0.2646,-0.2027,0.0924,2757
02/21/2020,INTC200221C00064500,2.32,0,2.34,2.38,45,0.208,0.7973,0.1175,1393,64.500,INTC200221P00064500,0.47,-0.04,0.41,0.43,20,0.2589,-0.2494,0.1062,1506
02/21/2020,INTC200221C00065000,1.8,-0.155,1.96,2.01,152,0.2103,0.7297,0.1363,7190,65.000,INTC200221P00065000,0.58,-0.065,0.54,0.55,1253,0.2549,-0.3043,0.1189,4415
02/21/2020,INTC200221C00065500,1.39,-0.225,1.61,1.65,567,0.2105,0.6562,0.1515,2340,65.500,INTC200221P00065500,0.94,0.135,0.69,0.7,511,0.2536,-0.3667,0.1286,1624
02/21/2020,INTC200221C00066000,1.3,-0.01,1.3,1.33,517,0.2107,0.577,0.161,2894,66.000,INTC200221P00066000,0.92,-0.08,0.87,0.89,304,0.2506,-0.4327,0.1359,3886
02/21/2020,INTC200221C00067500,0.6,-0.025,0.6,0.62,543,0.211,0.3377,0.1501,7880,67.500,INTC200221P00067500,1.82,0.005,1.66,1.68,62,0.2531,-0.634,0.1288,4325
02/21/2020,INTC200221C00069000,0.23,-0.015,0.22,0.23,461,0.2154,0.1595,0.0977,12611,69.000,INTC200221P00069000,2.96,0.02,2.78,2.83,3,0.2726,-0.7819,0.0937,4020
02/21/2020,INTC200221C00070000,0.11,-0.02,0.11,0.12,277,0.2159,0.0842,0.062,9784,70.000,INTC200221P00070000,4.11,0.26,3.65,3.8,23,0.3023,-0.8342,0.0714,912
02/21/2020,INTC200221C00071000,0.05,-0.02,0.05,0.06,20,0.2215,0.0437,0.0362,3187,71.000,INTC200221P00071000,5.25,0.45,4.6,4.75,2,0.3347,-0.8676,0.0554,150
02/21/2020,INTC200221C00072000,0.03,-0.015,0.02,0.04,25,0.2339,0.0249,0.0216,3073,72.000,INTC200221P00072000,5.75,0,5.55,5.8,0,0.3719,-0.8876,0.0445,225
02/21/2020,INTC200221C00073000,0.01,-0.025,0.01,0.02,3,0.25,0.0157,0.0137,689,73.000,INTC200221P00073000,6.8,0,6.55,6.8,0,0.4174,-0.8969,0.0372,231
02/21/2020,INTC200221C00074000,0.01,-0.01,0.01,0.02,156,0.2827,0.0146,0.0114,1774,74.000,INTC200221P00074000,9.95,0,7.55,7.8,0,0.4753,-0.897,0.0327,0
02/21/2020,INTC200221C00075000,0.01,-0.01,0,0.03,13,0.3063,0.0121,0.0089,3542,75.000,INTC200221P00075000,8.7,0,8.55,8.75,0,0.5156,-0.9048,0.0284,0
02/21/2020,INTC200221C00076000,0.01,0,0,0.03,0,0.3392,0.0121,0.008,134,76.000,INTC200221P00076000,10.2,0,9.55,9.8,0,0.5588,-0.9093,0.0253,0
02/21/2020,INTC200221C00077000,0.02,0,0,0.03,0,0.368,0.0113,0.007,24,77.000,INTC200221P00077000,0,0,10.5,10.8,0,0.582,-0.9206,0.022,0
02/21/2020,INTC200221C00078000,0.05,0,0,0.03,0,0.3975,0.0109,0.0062,40,78.000,INTC200221P00078000,0,0,11.5,11.8,0,0.6201,-0.9245,0.0199,0
02/21/2020,INTC200221C00079000,0.03,0,0,0.03,0,0.4166,0.0091,0.0051,69,79.000,INTC200221P00079000,0,0,12.5,12.8,0,0.6573,-0.9278,0.0181,0
02/21/2020,INTC200221C00080000,0.01,0,0,0.03,0,0.4457,0.0091,0.0048,3,80.000,INTC200221P00080000,13.1,0,13.45,13.8,0,0.6935,-0.9308,0.0166,0
02/21/2020,INTC200221C00081000,0.01,0,0,0.03,0,0.466,0.008,0.0041,3,81.000,INTC200221P00081000,0,0,14.5,14.8,0,0.7279,-0.9337,0.0153,0
02/21/2020,INTC200221C00082000,0.07,0,0,0.03,0,0.5021,0.0089,0.0042,1,82.000,INTC200221P00082000,0,0,15.5,15.8,0,0.78,-0.9313,0.0147,0
02/21/2020,INTC200221C00083000,0.03,0,0,0.01,0,0.4543,0.0027,0.0016,500,83.000,INTC200221P00083000,0,0,16.45,16.8,0,0.7949,-0.9386,0.0132,0
02/21/2020,INTC200221C00084000,0,0,0,0.03,0,0.5453,0.0076,0.0033,0,84.000,INTC200221P00084000,0,0,17.5,17.8,0,0.8303,-0.9399,0.0124,0
02/21/2020,INTC200221C00085000,0.02,0,0,0.03,0,0.5651,0.0069,0.003,115,85.000,INTC200221P00085000,0,0,18.45,18.8,0,0.8627,-0.9417,0.0117,0
02/28/2020,INTC200228C00045000,0,0,21.25,21.6,0,0.02,0.9985,0.0005,0,45.000,INTC200228P00045000,0.06,0,0,0.01,0,0.5956,-0.0013,0.0005,1
02/28/2020,INTC200228C00050000,0,0,16.2,16.55,0,0.02,1,0.0026,0,50.000,INTC200228P00050000,0.08,0,0,0.06,0,0.5644,-0.0099,0.0032,4
02/28/2020,INTC200228C00052000,16.41,0,14.2,14.55,0,0.02,1,0.0023,0,52.000,INTC200228P00052000,0.03,0,0,0.06,0,0.5042,-0.0124,0.0043,51
02/28/2020,INTC200228C00052500,14.85,0,13.7,14.1,0,0.02,1,0.0029,0,52.500,INTC200228P00052500,0.09,0,0,0.06,0,0.5004,-0.0149,0.0051,56
02/28/2020,INTC200228C00053000,0,0,13.2,13.6,0,0.02,1,0,0,53.000,INTC200228P00053000,0.02,0,0.01,0.07,0,0.4726,-0.0137,0.005,61
02/28/2020,INTC200228C00053500,0,0,12.7,13.1,0,0.02,1,0,0,53.500,INTC200228P00053500,0.17,0,0.01,0.07,0,0.4624,-0.0154,0.0057,59
02/28/2020,INTC200228C00054000,10.7,0,12.2,12.6,0,0.02,1,0.0047,0,54.000,INTC200228P00054000,0.05,0,0.01,0.07,0,0.4457,-0.0161,0.0061,1036
02/28/2020,INTC200228C00054500,11.3,-0.525,11.7,12.05,8,0.02,1,0,8,54.500,INTC200228P00054500,0.11,0,0.01,0.08,0,0.4373,-0.0185,0.007,298
02/28/2020,INTC200228C00055000,11.61,0,11.2,11.65,0,0.02,1,0.0046,12,55.000,INTC200228P00055000,0.05,0,0.02,0.08,0,0.4252,-0.0204,0.0078,594
02/28/2020,INTC200228C00055500,0,0,10.7,11.15,0,0.02,1,0.0049,0,55.500,INTC200228P00055500,0.12,0,0.02,0.09,0,0.4213,-0.0245,0.0092,210
02/28/2020,INTC200228C00056000,7.82,0,10.2,10.6,0,0.02,1,0.0068,0,56.000,INTC200228P00056000,0.03,0,0.02,0.09,0,0.4036,-0.0255,0.01,301
02/28/2020,INTC200228C00056500,10.85,0,9.7,10.15,0,0.02,1,0,0,56.500,INTC200228P00056500,0.04,-0.015,0.03,0.1,10,0.391,-0.0281,0.0112,339
02/28/2020,INTC200228C00057000,6.6,0,9.25,9.65,0,0.02,0.9915,0.0053,0,57.000,INTC200228P00057000,0.06,0,0.05,0.11,0,0.3871,-0.0339,0.0132,163
02/28/2020,INTC200228C00057500,9.94,0,8.7,9.15,0,0.02,1,0.0115,3,57.500,INTC200228P00057500,0.06,0,0.04,0.11,0,0.3691,-0.0357,0.0144,93
02/28/2020,INTC200228C00058000,9.44,0,8.2,8.7,0,0.02,1,0.0063,16,58.000,INTC200228P00058000,0.07,0,0.05,0.11,0,0.3551,-0.039,0.0161,1173
02/28/2020,INTC200228C00058500,10.5,0,7.8,8.15,0,0.02,0.9783,0.0122,0,58.500,INTC200228P00058500,0.18,0,0.06,0.12,0,0.3439,-0.0442,0.0184,123
02/28/2020,INTC200228C00059000,8.4,0,7.35,7.65,0,0.02,1,0.0186,12,59.000,INTC200228P00059000,0.13,0.02,0.08,0.11,1,0.325,-0.0462,0.0202,650
02/28/2020,INTC200228C00059500,7.8,0,6.8,7.2,0,0.02,1,0.0187,9,59.500,INTC200228P00059500,0.12,-0.01,0.1,0.11,10,0.3131,-0.0525,0.0232,235
02/28/2020,INTC200228C00060000,6.23,-0.245,6.45,6.65,4,0.02,1,0.0261,27,60.000,INTC200228P00060000,0.12,-0.03,0.12,0.13,52,0.3057,-0.0623,0.0272,500
02/28/2020,INTC200228C00060500,4.25,0,5.85,6.25,0,0.02,1,0.0292,11,60.500,INTC200228P00060500,0.35,0,0.14,0.15,0,0.2959,-0.0727,0.0317,284
02/28/2020,INTC200228C00061000,5.5,0,5.3,5.7,0,0.02,1,0.0265,36,61.000,INTC200228P00061000,0.21,0,0.16,0.18,160,0.2894,-0.0866,0.037,291
02/28/2020,INTC200228C00061500,4.89,0,4.9,5.3,0,0.05,1,0,8,61.500,INTC200228P00061500,0.24,-0.01,0.2,0.21,25,0.2823,-0.103,0.0431,165
02/28/2020,INTC200228C00062000,5.35,0,4.4,4.85,0,0.1894,0.9521,0.0356,126,62.000,INTC200228P00062000,0.32,0.02,0.24,0.26,2,0.2761,-0.1231,0.05,141
02/28/2020,INTC200228C00062500,4.19,0,4.1,4.3,0,0.2099,0.9092,0.0528,226,62.500,INTC200228P00062500,0.34,0,0.3,0.31,0,0.2701,-0.1469,0.0577,148
02/28/2020,INTC200228C00063000,3.3,-0.45,3.65,3.85,2,0.2151,0.8724,0.0658,336,63.000,INTC200228P00063000,0.51,0.08,0.36,0.38,6,0.2664,-0.1764,0.0659,70
02/28/2020,INTC200228C00063500,2.82,-0.53,3.35,3.45,1,0.214,0.8358,0.0784,242,63.500,INTC200228P00063500,0.6,0.08,0.44,0.46,1,0.2605,-0.2083,0.0746,265
02/28/2020,INTC200228C00064000,2.93,-0.015,2.98,3.05,14,0.2159,0.7898,0.0905,343,64.000,INTC200228P00064000,0.56,-0.06,0.54,0.55,10,0.2566,-0.2462,0.0833,146
02/28/2020,INTC200228C00064500,2.13,-0.44,2.6,2.64,10,0.2167,0.7394,0.1016,83,64.500,INTC200228P00064500,0.83,0.085,0.65,0.68,2,0.2529,-0.2887,0.0915,180
02/28/2020,INTC200228C00065000,2.25,0.03,2.24,2.28,227,0.2161,0.6852,0.1114,669,65.000,INTC200228P00065000,0.81,-0.08,0.8,0.81,50,0.2498,-0.3357,0.0989,1311
02/28/2020,INTC200228C00066000,1.5,-0.1,1.6,1.64,176,0.2138,0.5658,0.1247,501,66.000,INTC200228P00066000,1.3,0.03,1.15,1.17,20,0.2448,-0.4399,0.1092,389
02/28/2020,INTC200228C00067000,1.09,-0.01,1.08,1.12,131,0.2118,0.4393,0.1261,875,67.000,INTC200228P00067000,1.72,-0.04,1.63,1.66,5,0.2428,-0.5504,0.1105,160
