AAPL (Apple Inc.),321.54,0.95
Feb 11 2020 @ 08:28 ET,Bid,322.45,Ask,322.6,Size,1x1,Vol,27337215
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
02/14/2020,AAPL200214C00260000,58.88,0,61.25,61.85,0,0.02,1,0.0007,7,260.000,AAPL200214P00260000,0.02,-0.065,0.01,0.02,240,0.7517,-0.0032,0.0004,2312
02/14/2020,AAPL200214C00262500,60.05,0,58.75,59.4,0,0.02,1,0.0005,12,262.500,AAPL200214P00262500,0.03,-0.065,0.02,0.03,427,0.7164,-0.0031,0.0004,608
02/14/2020,AAPL200214C00265000,53.59,-1.36,56.25,56.9,1,0.02,1,0.0013,11,265.000,AAPL200214P00265000,0.03,-0.085,0.02,0.04,631,0.685,-0.0032,0.0004,1231
02/14/2020,AAPL200214C00267500,54.8,0,53.75,54.35,0,0.02,1,0.0001,2,267.500,AAPL200214P00267500,0.03,-0.1,0.02,0.04,268,0.6548,-0.0034,0.0005,571
02/14/2020,AAPL200214C00270000,51.35,1.55,51.25,51.9,65,0.02,1,0.0015,43,270.000,AAPL200214P00270000,0.04,-0.11,0.03,0.04,1313,0.653,-0.0049,0.0006,1898
02/14/2020,AAPL200214C00272500,48.39,0.865,48.75,49.4,4,0.02,1,0.0014,3,272.500,AAPL200214P00272500,0.04,-0.135,0.03,0.05,404,0.6369,-0.0061,0.0008,767
02/14/2020,AAPL200214C00275000,46.4,1.475,46.3,46.9,6,0.02,0.9977,0.0004,28,275.000,AAPL200214P00275000,0.05,-0.15,0.05,0.07,1686,0.6215,-0.0076,0.001,2427
02/14/2020,AAPL200214C00277500,40.5,-1.925,43.8,44.45,1,0.02,0.9942,0.0009,3,277.500,AAPL200214P00277500,0.07,-0.16,0.05,0.07,165,0.6017,-0.009,0.0012,705
02/14/2020,AAPL200214C00280000,41.17,1.145,41.35,41.9,81,0.02,0.9938,0.001,315,280.000,AAPL200214P00280000,0.08,-0.185,0.04,0.09,1872,0.5845,-0.0111,0.0015,2926
02/14/2020,AAPL200214C00282500,41.75,0,38.85,39.45,0,0.02,0.9903,0.0014,4,282.500,AAPL200214P00282500,0.1,-0.2,0.05,0.1,218,0.5693,-0.014,0.0019,2048
02/14/2020,AAPL200214C00285000,34.55,-0.55,36.35,36.95,7,0.02,0.9895,0.0016,20,285.000,AAPL200214P00285000,0.12,-0.22,0.1,0.13,3513,0.5497,-0.017,0.0023,2702
02/14/2020,AAPL200214C00287500,36.8,0,33.9,34.5,0,0.02,0.9827,0.0025,1,287.500,AAPL200214P00287500,0.14,-0.245,0.14,0.15,622,0.5275,-0.0202,0.0027,1884
02/14/2020,AAPL200214C00290000,30.12,-0.055,31.45,32,29,0.02,0.9786,0.0031,381,290.000,AAPL200214P00290000,0.17,-0.27,0.13,0.17,3476,0.5078,-0.0247,0.0034,3405
02/14/2020,AAPL200214C00292500,28.85,0.925,28.95,29.55,3,0.02,0.9741,0.0038,242,292.500,AAPL200214P00292500,0.2,-0.3,0.18,0.21,758,0.4888,-0.0306,0.0042,1216
02/14/2020,AAPL200214C00295000,25.33,-0.145,26.55,27.1,72,0.02,0.9635,0.0051,133,295.000,AAPL200214P00295000,0.24,-0.33,0.21,0.25,2311,0.4649,-0.0366,0.0051,3701
02/14/2020,AAPL200214C00297500,24.15,1.075,24.15,24.65,43,0.02,0.9523,0.0065,55,297.500,AAPL200214P00297500,0.3,-0.36,0.27,0.3,2518,0.4472,-0.0464,0.0064,2774
02/14/2020,AAPL200214C00300000,21.9,1.4,21.7,22.25,1172,0.02,0.9402,0.0082,2173,300.000,AAPL200214P00300000,0.35,-0.42,0.32,0.35,7385,0.4243,-0.0569,0.008,13645
02/14/2020,AAPL200214C00302500,19.25,0.95,19.3,19.8,324,0.02,1,0.0101,314,302.500,AAPL200214P00302500,0.43,-0.48,0.4,0.42,1854,0.4042,-0.0718,0.01,2130
02/14/2020,AAPL200214C00305000,16.4,0.475,16.9,17.4,3835,0.2268,0.9873,0.0043,1411,305.000,AAPL200214P00305000,0.55,-0.555,0.5,0.53,5213,0.3829,-0.0906,0.0126,5854
02/14/2020,AAPL200214C00307500,14.55,0.9,14.45,15,185,0.2598,0.951,0.0116,895,307.500,AAPL200214P00307500,0.68,-0.675,0.63,0.67,3902,0.3644,-0.1171,0.016,3173
02/14/2020,AAPL200214C00310000,12.3,0.75,12.25,12.5,1657,0.2729,0.9023,0.0187,4878,310.000,AAPL200214P00310000,0.87,-0.835,0.84,0.87,12512,0.3453,-0.1515,0.0201,8163
02/14/2020,AAPL200214C00312500,10.04,0.615,10.05,10.4,1755,0.2728,0.845,0.0259,2305,312.500,AAPL200214P00312500,1.2,-0.965,1.11,1.17,6423,0.3283,-0.198,0.0251,3990
02/14/2020,AAPL200214C00315000,8,0.45,8,8.25,7059,0.2681,0.7733,0.0333,6123,315.000,AAPL200214P00315000,1.6,-1.195,1.55,1.6,20733,0.3151,-0.2603,0.0305,10815
02/14/2020,AAPL200214C00317500,6.25,0.325,6.1,6.45,10424,0.2636,0.6831,0.04,6685,317.500,AAPL200214P00317500,2.16,-1.44,2.13,2.2,12571,0.3045,-0.3385,0.0355,5708
02/14/2020,AAPL200214C00320000,4.6,0.15,4.5,4.6,34987,0.258,0.5781,0.0449,13293,320.000,AAPL200214P00320000,3.01,-1.615,2.94,3.05,15879,0.2972,-0.4306,0.0391,11731
02/14/2020,AAPL200214C00322500,3.2,-0.05,3.15,3.25,15345,0.2561,0.4638,0.0459,7383,322.500,AAPL200214P00322500,4.25,-1.7,4,4.2,2153,0.2949,-0.5299,0.0399,3218
02/14/2020,AAPL200214C00325000,2.15,-0.135,2.1,2.17,27643,0.2564,0.353,0.0429,12429,325.000,AAPL200214P00325000,5.75,-1.7,5.4,5.7,2461,0.2965,-0.6264,0.0378,5044
02/14/2020,AAPL200214C00327500,1.38,-0.19,1.32,1.4,11119,0.2566,0.2543,0.037,7202,327.500,AAPL200214P00327500,7.79,-1.46,7.15,7.4,798,0.3046,-0.7096,0.0333,1165
02/14/2020,AAPL200214C00330000,0.87,-0.185,0.85,0.89,15752,0.2601,0.1762,0.0295,15415,330.000,AAPL200214P00330000,9.4,-1.9,9.05,9.45,1021,0.3175,-0.7753,0.0279,1939
02/14/2020,AAPL200214C00332500,0.52,-0.185,0.53,0.55,8677,0.2645,0.1178,0.0221,8743,332.500,AAPL200214P00332500,11.6,-1.9,11.4,11.65,177,0.3362,-0.8228,0.0229,778
02/14/2020,AAPL200214C00335000,0.33,-0.14,0.32,0.35,5773,0.2724,0.079,0.016,5461,335.000,AAPL200214P00335000,15.78,0.13,13.5,14,199,0.358,-0.8569,0.0187,255
02/14/2020,AAPL200214C00337500,0.21,-0.11,0.21,0.23,2620,0.2801,0.0521,0.0113,3345,337.500,AAPL200214P00337500,16.85,-1.1,15.8,16.45,88,0.3873,-0.8781,0.0155,82
02/14/2020,AAPL200214C00340000,0.14,-0.08,0.12,0.14,2866,0.2901,0.0351,0.0079,5807,340.000,AAPL200214P00340000,19,-1.375,18.1,18.9,232,0.4164,-0.8943,0.013,83
02/14/2020,AAPL200214C00342500,0.09,-0.065,0.08,0.11,527,0.2976,0.0229,0.0054,1470,342.500,AAPL200214P00342500,23.5,0.575,20.8,21.35,5,0.4514,-0.9038,0.0112,42
02/14/2020,AAPL200214C00345000,0.06,-0.05,0.05,0.07,1372,0.3132,0.0171,0.004,4503,345.000,AAPL200214P00345000,24.25,-1.175,23.25,23.8,558,0.4844,-0.9122,0.0097,123
02/14/2020,AAPL200214C00347500,0.04,-0.045,0.04,0.05,715,0.3241,0.012,0.0029,1180,347.500,AAPL200214P00347500,27.69,-0.235,25.75,26.4,6,0.5212,-0.9173,0.0087,25
02/14/2020,AAPL200214C00350000,0.04,-0.025,0.03,0.04,2182,0.338,0.009,0.0021,6013,350.000,AAPL200214P00350000,28.64,-1.785,28.25,28.85,50,0.552,-0.9236,0.0077,31
02/14/2020,AAPL200214C00352500,0.02,-0.035,0.02,0.03,463,0.3488,0.0065,0.0015,1199,352.500,AAPL200214P00352500,39.6,0,30.75,31.35,0,0.587,-0.9274,0.007,1
02/14/2020,AAPL200214C00355000,0.02,-0.015,0.01,0.02,292,0.3495,0.0038,0.001,1665,355.000,AAPL200214P00355000,34.1,-1.2,33.3,33.85,19,0.6213,-0.9307,0.0063,4
02/14/2020,AAPL200214C00357500,0.02,-0.015,0,0.02,111,0.3702,0.0035,0.0008,496,357.500,AAPL200214P00357500,38.08,0.355,35.7,36.35,5,0.6553,-0.9335,0.0058,10
02/14/2020,AAPL200214C00360000,0.01,-0.015,0.01,0.02,248,0.4014,0.004,0.0009,1133,360.000,AAPL200214P00360000,40.59,0.265,38.3,38.85,5,0.6941,-0.9345,0.0054,2
02/14/2020,AAPL200214C00362500,0.01,-0.015,0,0.01,10,0.382,0.0015,0.0004,269,362.500,AAPL200214P00362500,0,0,40.75,41.35,0,0.7206,-0.9386,0.005,0
02/14/2020,AAPL200214C00365000,0.01,-0.015,0,0.01,193,0.3993,0.0014,0.0003,1643,365.000,AAPL200214P00365000,44.5,0,43.25,43.85,0,0.7521,-0.9409,0.0046,1
02/14/2020,AAPL200214C00370000,0.01,-0.005,0,0.01,10,0.4428,0.0014,0.0003,3097,370.000,AAPL200214P00370000,47.8,0,48.25,48.85,0,0.8017,-0.9476,0.004,2
02/14/2020,AAPL200214C00375000,0.01,0,0,0.01,100,0.4778,0.0012,0.0002,2273,375.000,AAPL200214P00375000,58,2.575,53.2,53.85,3,0.8961,-0.9434,0.0038,0
02/14/2020,AAPL200214C00380000,0.01,-0.005,0,0.01,2,0.5122,0.0011,0.0002,1956,380.000,AAPL200214P00380000,0,0,58.05,58.85,0,0.9423,-0.949,0.0033,0
02/14/2020,AAPL200214C00385000,0.01,-0.005,0,0.01,77,0.5454,0.0009,0.0002,910,385.000,AAPL200214P00385000,78.6,0,63.05,63.85,0,0.9848,-0.9542,0.0029,33
02/14/2020,AAPL200214C00390000,0.01,0.005,0,0.01,24,0.6009,0.0013,0.0002,275,390.000,AAPL200214P00390000,70.35,0,68.05,68.85,0,1.057,-0.9536,0.0027,0
02/14/2020,AAPL200214C00395000,0.01,0.005,0,0.01,1,0.6127,0.0008,0.0001,1210,395.000,AAPL200214P00395000,73.6,0,73.05,73.85,0,1.1123,-0.9555,0.0025,2
02/14/2020,AAPL200214C00400000,0.01,0.005,0,0.01,122,0.6641,0.001,0.0001,1541,400.000,AAPL200214P00400000,78.45,0,78.05,78.9,0,1.1662,-0.9572,0.0023,3
02/21/2020,AAPL200221C00100000,209.43,0,220.55,221.95,0,0.02,1,0,0,100.000,AAPL200221P00100000,0.01,0,0,0.01,0,2.001,-0.0002,0,1724
02/21/2020,AAPL200221C00105000,0,0,215.6,216.85,0,0.02,1,0,0,105.000,AAPL200221P00105000,0.01,0,0,0.01,0,1.8654,-0.0002,0,191
02/21/2020,AAPL200221C00110000,206.18,0,210.55,211.85,0,0.02,1,0,0,110.000,AAPL200221P00110000,0.01,0,0,0.01,0,1.8195,-0.0002,0,193
02/21/2020,AAPL200221C00115000,0,0,205.5,206.85,0,0.02,1,0,0,115.000,AAPL200221P00115000,0.01,0,0,0.02,0,1.6898,-0.0001,0,849
02/21/2020,AAPL200221C00120000,0,0,200.5,201.8,0,0.02,1,0,0,120.000,AAPL200221P00120000,0.01,0,0,0.02,0,1.667,-0.0002,0,249
02/21/2020,AAPL200221C00125000,0,0,195.6,196.85,0,0.02,1,0,0,125.000,AAPL200221P00125000,0.02,0,0,0.02,0,1.5372,-0.0001,0,85
02/21/2020,AAPL200221C00130000,194.33,0,190.5,191.9,0,0.02,1,0,0,130.000,AAPL200221P00130000,0.03,0,0,0.03,0,1.5256,-0.0002,0,89
02/21/2020,AAPL200221C00135000,189.28,0,185.5,186.9,0,0.02,1,0,0,135.000,AAPL200221P00135000,0.03,0,0,0.02,0,1.501,-0.0003,0,110
02/21/2020,AAPL200221C00140000,184.35,0,180.5,182.05,0,0.02,1,0,2,140.000,AAPL200221P00140000,0.03,0,0,0.02,0,1.376,-0.0002,0,234
02/21/2020,AAPL200221C00145000,0,0,175.6,176.85,0,0.02,1,0,0,145.000,AAPL200221P00145000,0.03,0.025,0,0.01,1,1.376,-0.0003,0,465
02/21/2020,AAPL200221C00150000,175,0,170.6,171.9,0,0.02,1,0.0001,5,150.000,AAPL200221P00150000,0.01,0,0,0.01,0,1.251,-0.0001,0,15650
02/21/2020,AAPL200221C00155000,169.68,0,165.55,167,0,0.02,1,0.0001,0,155.000,AAPL200221P00155000,0.01,0,0,0.01,0,1.251,-0.0003,0,3238
02/21/2020,AAPL200221C00160000,164.68,0,160.5,161.85,0,0.02,1,0,5,160.000,AAPL200221P00160000,0.01,0,0,0.01,0,1.1885,-0.0002,0,5584
02/21/2020,AAPL200221C00165000,160,0,155.6,156.9,0,0.02,1,0,0,165.000,AAPL200221P00165000,0.01,0,0,0.01,0,1.126,-0.0002,0,5587
02/21/2020,AAPL200221C00170000,154.62,0,150.5,151.9,0,0.02,1,0,0,170.000,AAPL200221P00170000,0.01,0,0,0.01,0,1.126,-0.0004,0,4188
02/21/2020,AAPL200221C00175000,149.64,0,145.65,146.9,0,0.02,1,0,0,175.000,AAPL200221P00175000,0.01,0,0,0.01,0,1.0635,-0.0004,0,2320
02/21/2020,AAPL200221C00180000,144.45,0,140.65,141.9,0,0.02,1,0.0001,0,180.000,AAPL200221P00180000,0.01,0,0,0.01,0,1.001,-0.0003,0,3823
02/21/2020,AAPL200221C00185000,139.67,0,135.65,136.9,0,0.02,1,0.0001,0,185.000,AAPL200221P00185000,0.01,0,0,0.01,0,0.9385,-0.0003,0,1732
02/21/2020,AAPL200221C00190000,132.65,0,130.55,131.9,0,0.02,1,0.0001,1,190.000,AAPL200221P00190000,0.01,0,0,0.01,0,0.9011,-0.0003,0,1773
02/21/2020,AAPL200221C00195000,127.85,0,125.65,126.9,0,0.02,1,0.0002,3,195.000,AAPL200221P00195000,0.01,0,0,0.01,0,0.8361,-0.0002,0,5603
02/21/2020,AAPL200221C00200000,122.05,0,120.65,121.9,0,0.02,1,0.0001,7,200.000,AAPL200221P00200000,0.01,0.005,0,0.01,272,0.7961,-0.0002,0,9083
02/21/2020,AAPL200221C00205000,113.38,-1.37,115.55,116.9,2,0.02,1,0.0001,3,205.000,AAPL200221P00205000,0.01,-0.005,0,0.01,305,0.7655,-0.0003,0,3752
02/21/2020,AAPL200221C00210000,114.38,0,109.55,113.6,0,0.02,0.9996,0,19,210.000,AAPL200221P00210000,0.01,-0.01,0.01,0.02,7,0.8137,-0.001,0.0001,2138
02/21/2020,AAPL200221C00215000,107.45,0,104.55,108.6,0,0.02,0.9998,0,16,215.000,AAPL200221P00215000,0.01,-0.015,0.01,0.02,25,0.773,-0.0011,0.0001,2280
02/21/2020,AAPL200221C00220000,101.08,1.305,99.6,103.2,14,0.02,1,0.0004,39,220.000,AAPL200221P00220000,0.02,-0.025,0.01,0.03,5,0.7337,-0.0012,0.0001,3272
02/21/2020,AAPL200221C00225000,95.98,1.18,95.55,97.1,3,0.02,1,0.0001,5,225.000,AAPL200221P00225000,0.03,-0.025,0.01,0.03,4,0.6934,-0.0012,0.0001,3261
02/21/2020,AAPL200221C00230000,88.87,0,90.55,91.95,0,0.02,1,0.0004,104,230.000,AAPL200221P00230000,0.02,-0.035,0.02,0.04,308,0.6894,-0.0021,0.0002,3661
02/21/2020,AAPL200221C00235000,82.37,-2.48,85.65,87,3,0.02,1,0.0002,6,235.000,AAPL200221P00235000,0.05,-0.025,0.03,0.05,775,0.6682,-0.0029,0.0002,2907
02/21/2020,AAPL200221C00240000,82.75,0,80.7,81.95,0,0.02,1,0.0003,50,240.000,AAPL200221P00240000,0.06,-0.045,0.05,0.07,114,0.6595,-0.0045,0.0004,7216
02/21/2020,AAPL200221C00245000,78,0,74.65,78.7,0,0.02,0.9928,0.0005,5,245.000,AAPL200221P00245000,0.07,-0.05,0.05,0.08,306,0.6283,-0.0054,0.0004,5961
02/21/2020,AAPL200221C00250000,71.5,1.55,69.65,72.35,57,0.02,1,0.0001,489,250.000,AAPL200221P00250000,0.09,-0.06,0.07,0.1,466,0.6077,-0.0074,0.0006,9996
02/21/2020,AAPL200221C00255000,66.03,0.955,65.7,67.25,13,0.02,1,0.0012,29,255.000,AAPL200221P00255000,0.1,-0.09,0.1,0.11,322,0.5793,-0.0093,0.0008,4329
02/21/2020,AAPL200221C00260000,60,0,60.75,62.05,11,0.02,1,0.0006,94,260.000,AAPL200221P00260000,0.15,-0.085,0.14,0.15,307,0.5611,-0.0129,0.0011,6766
02/21/2020,AAPL200221C00265000,56.4,1.35,55.8,57.15,22,0.02,1,0.0005,228,265.000,AAPL200221P00265000,0.19,-0.1,0.17,0.19,192,0.5334,-0.0164,0.0014,7373
02/21/2020,AAPL200221C00270000,50.44,0.365,50.9,52.2,2,0.02,1,0.0016,325,270.000,AAPL200221P00270000,0.24,-0.12,0.22,0.24,2139,0.509,-0.0216,0.0018,17118
02/21/2020,AAPL200221C00275000,45.21,0.01,46,47.25,24,0.02,0.9961,0.0006,346,275.000,AAPL200221P00275000,0.3,-0.145,0.27,0.32,797,0.4812,-0.0278,0.0024,9686
02/21/2020,AAPL200221C00280000,41.35,1.075,41,42.45,16,0.02,0.9842,0.0019,543,280.000,AAPL200221P00280000,0.37,-0.17,0.31,0.38,914,0.451,-0.0354,0.0031,10079
02/21/2020,AAPL200221C00285000,35.2,-0.2,36.1,37.4,39,0.02,1,0.0025,262,285.000,AAPL200221P00285000,0.46,-0.195,0.39,0.52,323,0.4212,-0.0457,0.0041,9447
02/21/2020,AAPL200221C00290000,31.59,0.965,31.7,32.55,69,0.2913,0.9805,0.0029,416,290.000,AAPL200221P00290000,0.58,-0.235,0.55,0.57,850,0.3906,-0.0596,0.0054,11949
02/21/2020,AAPL200221C00292500,29.3,0.875,29.15,30.15,1,0.2784,0.9762,0.0036,47,292.500,AAPL200221P00292500,0.66,-0.25,0.6,0.66,236,0.3747,-0.0681,0.0063,1319
02/21/2020,AAPL200221C00295000,26.8,0.95,26.6,27.6,55,0.2876,0.96,0.0053,3727,295.000,AAPL200221P00295000,0.73,-0.305,0.68,0.74,3051,0.3597,-0.0788,0.0073,16641
02/21/2020,AAPL200221C00297500,21.31,-2.19,24.35,25.35,2,0.2824,0.9464,0.0069,527,297.500,AAPL200221P00297500,0.85,-0.335,0.79,0.85,290,0.3451,-0.0918,0.0085,1523
02/21/2020,AAPL200221C00300000,22.26,1.06,21.45,23,100,0.2822,0.9254,0.0089,16946,300.000,AAPL200221P00300000,0.95,-0.43,0.94,0.96,3267,0.3307,-0.1076,0.01,18741
02/21/2020,AAPL200221C00302500,18.9,-0.175,19.85,20.55,11,0.2754,0.9038,0.0111,506,302.500,AAPL200221P00302500,1.13,-0.495,1.09,1.13,681,0.3178,-0.1277,0.0118,2338
02/21/2020,AAPL200221C00305000,17.85,1.1,17.6,18.3,288,0.2731,0.873,0.0136,6112,305.000,AAPL200221P00305000,1.34,-0.58,1.28,1.35,2073,0.3053,-0.1523,0.0138,8114
02/21/2020,AAPL200221C00307500,15.55,0.725,15.4,16,210,0.2644,0.8412,0.0164,1206,307.500,AAPL200221P00307500,1.68,-0.63,1.54,1.62,1151,0.2941,-0.183,0.0161,2746
02/21/2020,AAPL200221C00310000,13.5,0.825,13.5,13.8,9393,0.2558,0.8022,0.0194,13447,310.000,AAPL200221P00310000,1.98,-0.82,1.71,2,3748,0.2841,-0.2206,0.0187,11215
02/21/2020,AAPL200221C00312500,11.4,0.55,11.45,11.75,450,0.2505,0.7525,0.0226,2274,312.500,AAPL200221P00312500,2.5,-0.9,2.31,2.45,1674,0.2754,-0.2659,0.0213,4123
02/21/2020,AAPL200221C00315000,9.65,0.55,9.55,9.75,4188,0.245,0.6948,0.0256,7166,315.000,AAPL200221P00315000,3,-1.15,2.91,3.05,5386,0.2676,-0.3189,0.0239,12819
02/21/2020,AAPL200221C00317500,7.9,0.475,7.8,8.35,5371,0.2409,0.6288,0.0281,4159,317.500,AAPL200221P00317500,3.8,-1.275,3.65,3.85,3398,0.262,-0.3797,0.026,6523
02/21/2020,AAPL200221C00320000,6.35,0.35,6.25,6.5,18011,0.2371,0.5569,0.0298,24289,320.000,AAPL200221P00320000,4.77,-1.38,4.6,4.8,3711,0.2585,-0.4461,0.0274,11594
02/21/2020,AAPL200221C00322500,4.95,0.2,4.9,5,3689,0.2352,0.4816,0.0303,5035,322.500,AAPL200221P00322500,5.86,-1.565,5.7,5.95,610,0.2565,-0.5153,0.0278,3990
02/21/2020,AAPL200221C00325000,3.85,0.125,3.8,3.9,4399,0.2338,0.4064,0.0297,20277,325.000,AAPL200221P00325000,7.35,-1.475,7,7.3,1071,0.2545,-0.5845,0.0274,14039
02/21/2020,AAPL200221C00327500,2.9,0.04,2.85,2.93,2575,0.2335,0.3351,0.0279,3907,327.500,AAPL200221P00327500,8.85,-1.675,8.55,8.9,202,0.255,-0.6502,0.026,844
02/21/2020,AAPL200221C00330000,2.2,0.03,2.2,2.23,4914,0.234,0.2703,0.0253,11986,330.000,AAPL200221P00330000,11.2,-1.075,10.35,10.65,90,0.2581,-0.7088,0.0238,1524
02/21/2020,AAPL200221C00332500,1.59,-0.035,1.59,1.68,1159,0.2353,0.214,0.0222,1963,332.500,AAPL200221P00332500,12.64,-1.685,12.3,12.6,7,0.2636,-0.7587,0.0211,455
02/21/2020,AAPL200221C00335000,1.16,-0.055,1.17,1.2,2569,0.2377,0.1672,0.0188,7089,335.000,AAPL200221P00335000,16.54,0.115,14.2,14.9,26,0.2708,-0.7999,0.0185,1239
02/21/2020,AAPL200221C00337500,0.86,-0.04,0.87,0.89,1424,0.2413,0.1297,0.0157,5295,337.500,AAPL200221P00337500,16.85,-1.7,16.4,16.95,2,0.2794,-0.8332,0.016,226
02/21/2020,AAPL200221C00340000,0.64,-0.03,0.63,0.68,1170,0.246,0.1007,0.0128,6086,340.000,AAPL200221P00340000,19.3,-1.6,18.7,19.35,121,0.2895,-0.8595,0.0138,696
02/21/2020,AAPL200221C00345000,0.38,0,0.39,0.4,924,0.259,0.0623,0.0085,7493,345.000,AAPL200221P00345000,25.6,-0.075,23.4,24.35,6,0.3196,-0.8914,0.0104,681
02/21/2020,AAPL200221C00350000,0.25,0.03,0.24,0.25,799,0.2741,0.04,0.0056,11940,350.000,AAPL200221P00350000,28.9,-1.575,28.3,29.35,27,0.3526,-0.9111,0.0082,615
02/21/2020,AAPL200221C00355000,0.17,0.035,0.16,0.17,860,0.291,0.027,0.0038,5430,355.000,AAPL200221P00355000,33.7,-1.75,33.15,34.1,8,0.3902,-0.9222,0.0067,441
02/21/2020,AAPL200221C00360000,0.12,0.035,0.1,0.12,157,0.3075,0.0187,0.0027,7101,360.000,AAPL200221P00360000,51.85,0,37,40.55,0,0.4348,-0.9267,0.0057,61
02/21/2020,AAPL200221C00365000,0.09,0.025,0.04,0.13,156,0.3253,0.0136,0.0019,4015,365.000,AAPL200221P00365000,48.5,0,42.3,45.6,0,0.4717,-0.9332,0.0049,2
02/21/2020,AAPL200221C00370000,0.06,0.015,0.05,0.07,290,0.3349,0.0087,0.0013,25684,370.000,AAPL200221P00370000,61.8,0,48.05,49.15,0,0.5073,-0.9386,0.0043,0
02/21/2020,AAPL200221C00375000,0.04,0.005,0.03,0.05,639,0.3455,0.0058,0.0008,17803,375.000,AAPL200221P00375000,55.14,0,53.05,54.55,0,0.5286,-0.9477,0.0036,2
02/21/2020,AAPL200221C00380000,0.02,-0.005,0.02,0.03,111,0.3618,0.0044,0.0006,16015,380.000,AAPL200221P00380000,0,0,58.05,59.5,0,0.5606,-0.9516,0.0032,0
02/21/2020,AAPL200221C00385000,0.03,0.015,0.02,0.04,31,0.3768,0.0033,0.0005,16358,385.000,AAPL200221P00385000,74,0,63.05,64.5,0,0.6043,-0.9513,0.003,0
02/21/2020,AAPL200221C00390000,0.02,0.005,0.01,0.03,54,0.3881,0.0024,0.0003,4957,390.000,AAPL200221P00390000,74.1,0,68.05,69.15,0,0.6145,-0.9598,0.0025,0
02/21/2020,AAPL200221C00395000,0.02,0.005,0.01,0.02,4,0.4105,0.0022,0.0003,9342,395.000,AAPL200221P00395000,0,0,73.05,74.15,0,0.668,-0.9563,0.0025,0
02/21/2020,AAPL200221C00400000,0.01,-0.005,0,0.01,18,0.3925,0.0008,0.0001,11974,400.000,AAPL200221P00400000,0,0,78.05,79.5,0,0.7001,-0.9581,0.0023,0
02/21/2020,AAPL200221C00410000,0.01,0.005,0,0.01,305,0.4449,0.001,0.0001,8142,410.000,AAPL200221P00410000,99.4,0,88.05,89.5,0,0.7747,-0.9584,0.002,0
